SalesKey,OrderDate,ShipDate,CustomerKey,ProductKey,StoreKey,ChannelKey,PromotionKey,OrderNumber,Quantity,UnitPrice,UnitCost,DiscountAmount,SalesAmount,MarginAmount,ReturnedFlag
731,2023-08-23,2023-08-28,179,44,2,2,5,SO-20230731,7,32.85,15.46,11.50,218.45,110.23,False
732,2023-07-12,2023-07-13,115,19,11,3,6,SO-20230732,8,11.95,7.53,7.65,87.95,27.71,False
733,2023-12-22,2023-12-24,23,19,2,1,,SO-20230733,7,11.20,7.53,0.00,78.40,25.69,True
734,2023-06-07,2023-06-09,23,35,11,3,8,SO-20230734,6,34.25,17.55,16.44,189.06,83.76,False
735,2024-05-24,2024-05-30,112,28,9,1,6,SO-20230735,8,17.30,6.92,6.92,131.48,76.12,False
736,2024-05-22,2024-05-28,31,42,11,3,3,SO-20230736,2,28.35,12.01,4.54,52.16,28.14,False
737,2024-10-05,2024-10-06,161,45,8,2,3,SO-20230737,7,11.60,4.91,4.06,77.14,42.77,False
738,2023-08-18,2023-08-22,59,43,8,3,1,SO-20230738,3,26.35,16.12,9.49,69.56,21.20,False
739,2024-11-13,2024-11-16,3,48,3,3,4,SO-20230739,3,21.35,9.36,7.69,56.36,28.28,False
740,2024-03-08,2024-03-12,43,32,8,1,8,SO-20230740,7,29.15,11.80,24.49,179.56,96.96,False
741,2024-06-28,2024-07-04,40,33,6,1,8,SO-20230741,3,22.75,13.50,3.41,64.84,24.34,False
742,2024-09-23,2024-09-28,10,27,3,3,3,SO-20230742,7,13.05,6.10,7.31,84.04,41.34,False
743,2023-07-04,2023-07-07,180,36,12,2,,SO-20230743,8,11.90,5.70,0.00,95.20,49.60,False
744,2024-07-26,2024-07-27,126,38,8,1,6,SO-20230744,6,15.00,7.13,4.50,85.50,42.72,True
745,2024-10-05,2024-10-08,48,44,10,3,6,SO-20230745,1,36.35,15.46,2.91,33.44,17.98,False
746,2024-04-05,2024-04-11,147,21,12,2,8,SO-20230746,1,20.55,9.21,2.47,18.08,8.87,False
747,2024-04-29,2024-05-03,110,4,7,2,4,SO-20230747,7,19.50,10.58,6.83,129.67,55.61,False
748,2024-06-10,2024-06-15,179,1,4,1,8,SO-20230748,5,15.25,6.35,6.10,70.15,38.40,False
749,2023-02-19,2023-02-25,94,44,5,3,8,SO-20230749,3,38.85,15.46,5.83,110.72,64.34,False
750,2023-10-05,2023-10-10,69,4,10,2,,SO-20230750,1,21.25,10.58,0.00,21.25,10.67,False
751,2024-02-26,2024-03-02,163,22,8,1,7,SO-20230751,6,23.05,9.57,16.60,121.70,64.28,False
752,2023-03-14,2023-03-17,165,26,7,3,,SO-20230752,2,30.15,14.44,0.00,60.30,31.42,False
753,2024-06-14,2024-06-15,67,25,6,2,6,SO-20230753,2,33.40,14.93,5.34,61.46,31.60,False
754,2023-11-13,2023-11-14,161,30,1,1,,SO-20230754,1,19.15,8.35,0.00,19.15,10.80,False
755,2024-12-21,2024-12-27,56,39,10,2,3,SO-20230755,2,18.75,10.40,4.50,33.00,12.20,False
756,2024-05-26,2024-05-31,156,6,8,2,1,SO-20230756,2,28.60,12.01,4.58,52.62,28.60,False
757,2024-09-09,2024-09-14,51,39,9,1,7,SO-20230757,8,19.25,10.40,7.70,146.30,63.10,False
758,2024-07-26,2024-07-27,79,32,11,3,,SO-20230758,4,27.15,11.80,0.00,108.60,61.40,False
759,2024-05-26,2024-06-01,87,17,8,1,5,SO-20230759,8,34.30,16.36,21.95,252.45,121.57,False
760,2024-08-15,2024-08-17,67,28,9,3,7,SO-20230760,8,18.05,6.92,17.33,127.07,71.71,True
761,2024-10-06,2024-10-08,157,19,11,1,8,SO-20230761,2,17.20,7.53,4.13,30.27,15.21,False
762,2024-01-16,2024-01-18,48,43,6,1,4,SO-20230762,2,34.60,16.12,5.54,63.66,31.42,False
763,2023-01-20,2023-01-21,29,48,11,1,3,SO-20230763,2,26.10,9.36,4.18,48.02,29.30,False
764,2023-09-06,2023-09-10,178,24,12,2,6,SO-20230764,1,29.05,13.02,1.45,27.60,14.58,False
765,2024-08-21,2024-08-24,25,24,4,3,,SO-20230765,1,28.80,13.02,0.00,28.80,15.78,False
766,2023-03-24,2023-03-27,168,17,12,1,,SO-20230766,4,32.55,16.36,0.00,130.20,64.76,False
767,2023-12-26,2024-01-01,123,3,11,2,,SO-20230767,7,23.50,10.40,0.00,164.50,91.70,True
768,2023-04-13,2023-04-16,7,25,1,3,5,SO-20230768,8,26.40,14.93,10.56,200.64,81.20,False
769,2024-03-15,2024-03-18,149,12,8,3,2,SO-20230769,5,16.35,9.36,9.81,71.94,25.14,False
770,2024-07-29,2024-08-03,109,17,1,2,2,SO-20230770,3,29.80,16.36,10.73,78.67,29.59,False
771,2023-10-24,2023-10-25,35,10,6,3,6,SO-20230771,1,15.10,5.91,1.81,13.29,7.38,False
772,2024-07-02,2024-07-06,28,11,12,1,2,SO-20230772,8,16.35,8.96,6.54,124.26,52.58,False
773,2024-05-13,2024-05-18,44,17,9,3,2,SO-20230773,2,33.05,16.36,3.30,62.80,30.08,False
774,2024-08-21,2024-08-22,42,10,6,2,5,SO-20230774,3,11.35,5.91,1.70,32.35,14.62,False
775,2023-10-02,2023-10-06,53,27,1,1,3,SO-20230775,4,8.30,6.10,2.66,30.54,6.14,False
776,2024-11-28,2024-12-02,136,26,4,2,4,SO-20230776,3,30.90,14.44,11.12,81.58,38.26,False
777,2024-10-23,2024-10-27,37,10,4,3,4,SO-20230777,5,13.10,5.91,3.28,62.22,32.67,False
778,2024-12-29,2024-12-30,75,23,3,1,,SO-20230778,3,22.05,13.26,0.00,66.15,26.37,False
779,2024-05-10,2024-05-15,132,36,4,3,,SO-20230779,4,14.65,5.70,0.00,58.60,35.80,False
780,2023-12-08,2023-12-12,39,2,5,3,4,SO-20230780,1,13.25,7.13,1.59,11.66,4.53,True
781,2023-03-23,2023-03-24,93,3,1,3,3,SO-20230781,1,23.75,10.40,1.19,22.56,12.16,False
782,2023-05-03,2023-05-05,43,10,6,3,2,SO-20230782,1,17.60,5.91,2.11,15.49,9.58,False
783,2024-07-11,2024-07-14,152,17,7,3,,SO-20230783,8,33.05,16.36,0.00,264.40,133.52,False
784,2023-01-07,2023-01-13,71,37,8,2,,SO-20230784,1,16.00,6.35,0.00,16.00,9.65,True
785,2024-05-23,2024-05-28,115,48,6,3,6,SO-20230785,7,17.10,9.36,9.58,110.12,44.60,False
786,2023-12-03,2023-12-07,52,1,8,1,8,SO-20230786,6,13.50,6.35,4.05,76.95,38.85,False
787,2024-05-27,2024-05-28,75,13,9,2,1,SO-20230787,3,17.20,10.64,4.13,47.47,15.55,False
788,2024-10-30,2024-11-04,37,24,3,1,8,SO-20230788,7,24.55,13.02,13.75,158.10,66.96,False
789,2023-11-05,2023-11-08,68,6,3,2,1,SO-20230789,4,22.35,12.01,10.73,78.67,30.63,False
790,2023-07-23,2023-07-26,177,22,11,3,8,SO-20230790,1,24.80,9.57,1.98,22.82,13.25,False
791,2024-08-12,2024-08-18,61,8,2,1,1,SO-20230791,2,31.35,15.46,5.02,57.68,26.76,False
792,2023-03-16,2023-03-19,39,5,2,2,8,SO-20230792,3,22.10,12.07,7.96,58.34,22.13,False
793,2024-05-27,2024-06-02,11,2,12,2,7,SO-20230793,3,21.00,7.13,7.56,55.44,34.05,False
794,2024-12-07,2024-12-11,162,26,11,1,5,SO-20230794,3,35.65,14.44,8.56,98.39,55.07,False
795,2024-01-05,2024-01-10,153,31,5,3,8,SO-20230795,3,19.90,11.83,4.78,54.92,19.43,False
796,2024-05-05,2024-05-06,40,25,1,2,8,SO-20230796,1,25.40,14.93,3.05,22.35,7.42,False
797,2024-08-10,2024-08-14,165,44,5,1,7,SO-20230797,2,30.10,15.46,3.01,57.19,26.27,False
798,2024-09-18,2024-09-20,170,40,3,2,3,SO-20230798,3,27.50,10.58,4.12,78.38,46.64,False
799,2023-01-11,2023-01-12,48,48,1,2,3,SO-20230799,8,24.35,9.36,9.74,185.06,110.18,False
800,2024-02-17,2024-02-23,154,2,7,2,,SO-20230800,2,19.25,7.13,0.00,38.50,24.24,False
801,2023-12-31,2024-01-04,110,15,3,1,1,SO-20230801,1,25.45,14.69,3.05,22.40,7.71,False
802,2024-08-22,2024-08-28,28,32,1,3,3,SO-20230802,2,30.40,11.80,4.86,55.94,32.34,False
803,2023-09-30,2023-10-03,44,35,8,3,6,SO-20230803,2,31.75,17.55,3.18,60.32,25.22,False
804,2023-06-03,2023-06-07,132,22,3,2,7,SO-20230804,6,20.80,9.57,6.24,118.56,61.14,False
805,2024-09-13,2024-09-15,54,36,9,1,1,SO-20230805,7,15.90,5.70,8.90,102.40,62.50,False
806,2023-05-30,2023-06-01,82,36,1,3,7,SO-20230806,7,13.65,5.70,4.78,90.77,50.87,False
807,2023-08-26,2023-08-27,95,15,11,1,4,SO-20230807,4,29.45,14.69,9.42,108.38,49.62,False
808,2023-08-28,2023-08-30,9,34,1,3,6,SO-20230808,8,27.00,13.23,25.92,190.08,84.24,False
809,2024-01-14,2024-01-16,107,44,4,3,8,SO-20230809,6,30.85,15.46,22.21,162.89,70.13,True
810,2023-06-09,2023-06-14,148,20,6,2,,SO-20230810,3,15.20,8.14,0.00,45.60,21.18,False
811,2024-12-10,2024-12-11,171,19,8,3,5,SO-20230811,1,10.95,7.53,0.55,10.40,2.87,False
812,2024-05-10,2024-05-13,5,15,11,3,2,SO-20230812,4,32.45,14.69,15.58,114.22,55.46,False
813,2024-01-13,2024-01-16,160,18,1,2,4,SO-20230813,3,7.20,4.69,1.08,20.52,6.45,True
814,2024-11-07,2024-11-12,5,36,2,3,,SO-20230814,6,12.15,5.70,0.00,72.90,38.70,False
815,2024-10-08,2024-10-11,147,7,3,3,4,SO-20230815,1,35.60,16.12,2.85,32.75,16.63,False
816,2024-12-09,2024-12-10,107,44,9,2,6,SO-20230816,1,30.85,15.46,1.54,29.31,13.85,False
817,2023-09-19,2023-09-22,172,47,11,1,6,SO-20230817,5,16.10,8.96,9.66,70.84,26.04,False
818,2023-02-26,2023-02-28,172,29,4,2,6,SO-20230818,4,16.40,7.78,5.25,60.35,29.23,False
819,2023-05-27,2023-05-30,104,8,4,3,7,SO-20230819,3,39.10,15.46,5.87,111.43,65.05,False
820,2024-06-26,2024-06-27,123,1,9,3,5,SO-20230820,2,11.25,6.35,1.80,20.70,8.00,True
821,2024-08-26,2024-08-27,42,44,3,2,7,SO-20230821,7,35.35,15.46,12.37,235.08,126.86,False
822,2023-08-24,2023-08-28,160,6,8,1,,SO-20230822,6,23.10,12.01,0.00,138.60,66.54,False
823,2023-01-09,2023-01-11,6,11,5,2,,SO-20230823,6,16.10,8.96,0.00,96.60,42.84,False
824,2023-09-15,2023-09-17,163,30,4,2,3,SO-20230824,3,19.40,8.35,6.98,51.22,26.17,False
825,2024-04-07,2024-04-09,110,40,4,3,2,SO-20230825,3,19.25,10.58,2.89,54.86,23.12,False
826,2024-10-03,2024-10-09,10,5,7,1,,SO-20230826,8,27.60,12.07,0.00,220.80,124.24,False
827,2024-07-17,2024-07-21,100,11,12,3,2,SO-20230827,6,18.60,8.96,5.58,106.02,52.26,False
828,2024-02-20,2024-02-22,100,43,11,2,,SO-20230828,1,35.85,16.12,0.00,35.85,19.73,False
829,2024-10-27,2024-10-29,81,36,1,2,,SO-20230829,4,14.90,5.70,0.00,59.60,36.80,True
830,2024-04-05,2024-04-11,144,26,12,1,4,SO-20230830,8,37.40,14.44,35.90,263.30,147.78,False
831,2023-05-02,2023-05-05,49,27,4,3,8,SO-20230831,2,13.30,6.10,3.19,23.41,11.21,False
832,2023-04-30,2023-05-04,33,35,8,3,1,SO-20230832,2,31.00,17.55,3.10,58.90,23.80,False
833,2023-04-19,2023-04-21,108,25,8,1,2,SO-20230833,1,32.90,14.93,1.65,31.25,16.32,False
834,2023-12-31,2024-01-01,92,14,2,2,1,SO-20230834,1,23.45,10.79,1.17,22.28,11.49,False
835,2023-09-18,2023-09-24,121,9,3,3,,SO-20230835,4,6.91,4.91,0.00,27.64,8.00,False
836,2024-06-24,2024-06-28,136,25,1,3,6,SO-20230836,8,30.15,14.93,19.30,221.90,102.46,False
837,2024-04-01,2024-04-02,80,14,9,2,6,SO-20230837,2,29.45,10.79,7.07,51.83,30.25,False
838,2024-10-28,2024-11-01,13,13,6,3,,SO-20230838,1,25.20,10.64,0.00,25.20,14.56,False
839,2023-09-06,2023-09-11,156,43,12,1,4,SO-20230839,5,33.60,16.12,20.16,147.84,67.24,False
840,2024-08-21,2024-08-27,152,11,12,2,8,SO-20230840,7,16.60,8.96,5.81,110.39,47.67,False
841,2023-11-07,2023-11-13,51,20,10,1,8,SO-20230841,4,16.95,8.14,8.14,59.66,27.10,False
842,2023-01-27,2023-01-30,85,45,10,3,7,SO-20230842,6,8.10,4.91,3.89,44.71,15.25,False
843,2024-05-23,2024-05-25,37,34,9,2,8,SO-20230843,6,29.25,13.23,8.78,166.72,87.34,False
844,2024-06-26,2024-07-02,92,20,2,3,4,SO-20230844,4,17.95,8.14,5.74,66.06,33.50,False
845,2024-02-13,2024-02-17,51,21,1,2,5,SO-20230845,7,15.55,9.21,8.71,100.14,35.67,False
846,2023-11-14,2023-11-19,106,10,9,2,5,SO-20230846,7,16.85,5.91,5.90,112.05,70.68,False
847,2023-01-23,2023-01-28,60,7,6,3,7,SO-20230847,7,31.10,16.12,17.42,200.28,87.44,False
848,2023-05-28,2023-05-30,136,29,10,3,2,SO-20230848,2,18.90,7.78,3.02,34.78,19.22,False
849,2024-07-04,2024-07-08,41,22,10,2,2,SO-20230849,3,17.55,9.57,2.63,50.02,21.31,False
850,2024-07-22,2024-07-26,161,22,8,3,,SO-20230850,2,18.05,9.57,0.00,36.10,16.96,False
851,2023-02-11,2023-02-16,167,36,11,3,,SO-20230851,5,13.90,5.70,0.00,69.50,41.00,False
852,2023-10-15,2023-10-20,49,13,5,1,7,SO-20230852,4,17.95,10.64,5.74,66.06,23.50,False
853,2024-10-23,2024-10-24,95,41,1,2,3,SO-20230853,5,27.85,12.07,11.14,128.11,67.76,False
854,2024-02-10,2024-02-13,113,20,9,1,6,SO-20230854,5,13.70,8.14,3.43,65.07,24.37,False
855,2024-01-21,2024-01-25,25,8,12,1,5,SO-20230855,8,32.35,15.46,20.70,238.10,114.42,False
856,2023-04-26,2023-04-30,71,10,7,1,3,SO-20230856,3,13.85,5.91,3.32,38.23,20.50,False
857,2023-10-31,2023-11-02,99,16,4,2,,SO-20230857,3,35.70,14.24,0.00,107.10,64.38,True
858,2023-03-23,2023-03-29,32,19,2,2,4,SO-20230858,7,17.45,7.53,6.11,116.04,63.33,False
859,2023-06-04,2023-06-05,90,6,11,1,1,SO-20230859,3,23.85,12.01,3.58,67.97,31.94,False
860,2023-11-24,2023-11-26,150,25,12,1,1,SO-20230860,6,28.65,14.93,20.63,151.27,61.69,False
861,2023-01-15,2023-01-17,86,41,7,3,1,SO-20230861,1,20.85,12.07,1.67,19.18,7.11,False
862,2024-03-07,2024-03-09,47,38,9,2,6,SO-20230862,8,16.00,7.13,6.40,121.60,64.56,False
863,2023-09-13,2023-09-16,94,41,2,3,,SO-20230863,8,26.10,12.07,0.00,208.80,112.24,False
864,2024-07-09,2024-07-10,34,37,9,2,7,SO-20230864,5,15.25,6.35,9.15,67.10,35.35,False
865,2023-01-01,2023-01-04,75,16,1,1,1,SO-20230865,5,28.45,14.24,11.38,130.87,59.67,False
866,2023-04-04,2023-04-08,85,48,11,2,5,SO-20230866,6,23.60,9.36,11.33,130.27,74.11,False
867,2023-10-24,2023-10-29,126,34,10,1,,SO-20230867,8,34.00,13.23,0.00,272.00,166.16,False
868,2024-01-03,2024-01-07,122,11,7,1,1,SO-20230868,3,15.10,8.96,2.27,43.03,16.15,False
869,2024-07-27,2024-07-29,9,48,10,2,7,SO-20230869,8,17.60,9.36,7.04,133.76,58.88,False
870,2023-12-03,2023-12-04,176,34,1,3,8,SO-20230870,6,33.00,13.23,15.84,182.16,102.78,False
871,2023-01-18,2023-01-24,145,22,12,2,6,SO-20230871,5,20.55,9.57,12.33,90.42,42.57,True
872,2023-07-10,2023-07-12,122,33,8,2,4,SO-20230872,6,21.50,13.50,6.45,122.55,41.55,False
873,2024-10-11,2024-10-12,120,12,11,3,8,SO-20230873,2,21.85,9.36,2.19,41.51,22.79,False
874,2023-11-22,2023-11-28,141,19,12,3,,SO-20230874,3,19.45,7.53,0.00,58.35,35.76,False
875,2024-05-11,2024-05-14,21,29,4,1,7,SO-20230875,4,11.40,7.78,2.28,43.32,12.20,False
876,2024-07-07,2024-07-08,33,39,11,1,3,SO-20230876,7,25.25,10.40,21.21,155.54,82.74,False
877,2024-05-25,2024-05-28,98,26,8,3,6,SO-20230877,2,35.15,14.44,3.52,66.78,37.90,False
878,2023-03-04,2023-03-10,43,36,1,2,,SO-20230878,8,10.65,5.70,0.00,85.20,39.60,False
879,2023-07-24,2023-07-25,3,26,4,1,7,SO-20230879,3,35.65,14.44,5.35,101.60,58.28,False
880,2024-04-28,2024-05-01,100,7,7,1,5,SO-20230880,3,30.35,16.12,10.93,80.12,31.76,False
881,2023-02-17,2023-02-19,138,47,4,2,3,SO-20230881,6,14.10,8.96,6.77,77.83,24.07,False
882,2024-06-17,2024-06-19,146,41,4,1,7,SO-20230882,5,21.60,12.07,8.64,99.36,39.01,False
883,2023-08-19,2023-08-22,104,41,8,3,1,SO-20230883,6,20.85,12.07,15.01,110.09,37.67,False
884,2023-05-24,2023-05-25,24,18,9,3,4,SO-20230884,7,8.95,4.69,7.52,55.13,22.30,False
885,2024-05-14,2024-05-18,118,30,4,3,8,SO-20230885,2,20.65,8.35,4.96,36.34,19.64,False
886,2024-02-08,2024-02-12,135,13,4,3,2,SO-20230886,5,15.95,10.64,6.38,73.37,20.17,True
887,2023-04-25,2023-04-26,10,15,11,1,3,SO-20230887,7,26.95,14.69,9.43,179.22,76.39,False
888,2023-10-09,2023-10-10,23,5,11,3,2,SO-20230888,8,27.85,12.07,17.82,204.98,108.42,False
889,2024-01-10,2024-01-14,66,13,7,2,,SO-20230889,7,23.45,10.64,0.00,164.15,89.67,False
890,2024-12-03,2024-12-08,178,28,2,1,2,SO-20230890,8,21.05,6.92,13.47,154.93,99.57,False
891,2023-12-06,2023-12-10,22,1,10,2,3,SO-20230891,7,14.75,6.35,8.26,94.99,50.54,False
892,2024-10-30,2024-11-04,134,24,8,3,6,SO-20230892,1,28.05,13.02,2.24,25.81,12.79,False
893,2023-05-21,2023-05-23,99,40,12,2,4,SO-20230893,7,27.50,10.58,15.40,177.10,103.04,False
894,2023-11-27,2023-11-30,75,47,3,2,1,SO-20230894,6,15.10,8.96,10.87,79.73,25.97,False
895,2023-07-20,2023-07-21,171,23,8,3,7,SO-20230895,8,25.05,13.26,24.05,176.35,70.27,False
896,2024-09-27,2024-09-29,156,40,11,2,2,SO-20230896,2,25.00,10.58,6.00,44.00,22.84,False
897,2023-11-24,2023-11-27,138,24,1,3,3,SO-20230897,3,32.55,13.02,11.72,85.93,46.87,False
898,2024-08-01,2024-08-04,17,23,3,3,1,SO-20230898,2,27.30,13.26,4.37,50.23,23.71,False
899,2023-12-26,2023-12-29,97,48,1,1,6,SO-20230899,1,17.85,9.36,0.89,16.96,7.60,False
900,2023-10-06,2023-10-12,148,40,8,2,,SO-20230900,2,27.50,10.58,0.00,55.00,33.84,False
901,2024-11-08,2024-11-13,128,16,5,1,,SO-20230901,7,32.20,14.24,0.00,225.40,125.72,False
902,2024-11-28,2024-12-04,159,19,12,2,,SO-20230902,1,11.20,7.53,0.00,11.20,3.67,False
903,2024-05-01,2024-05-02,161,1,1,3,4,SO-20230903,7,12.25,6.35,6.86,78.89,34.44,False
904,2024-02-08,2024-02-12,2,32,6,1,,SO-20230904,1,30.40,11.80,0.00,30.40,18.60,False
905,2024-01-10,2024-01-15,152,9,9,2,7,SO-20230905,8,6.91,4.91,2.76,52.52,13.24,False
906,2024-12-31,2024-12-31,55,45,9,3,5,SO-20230906,6,9.35,4.91,6.73,49.37,19.91,False
907,2024-04-23,2024-04-25,42,44,8,1,6,SO-20230907,5,29.60,15.46,11.84,136.16,58.86,False
908,2024-01-02,2024-01-06,54,21,8,2,5,SO-20230908,3,17.80,9.21,6.41,46.99,19.36,False
909,2023-02-07,2023-02-08,3,24,11,1,,SO-20230909,3,33.30,13.02,0.00,99.90,60.84,False
910,2024-07-24,2024-07-27,54,39,3,1,5,SO-20230910,2,22.75,10.40,2.27,43.23,22.43,True
911,2023-10-06,2023-10-11,140,20,1,2,2,SO-20230911,6,21.45,8.14,6.43,122.27,73.43,False
912,2023-05-19,2023-05-23,6,1,3,1,1,SO-20230912,3,14.50,6.35,3.48,40.02,20.97,False
913,2023-04-11,2023-04-14,85,35,2,3,,SO-20230913,3,28.75,17.55,0.00,86.25,33.60,False
914,2023-02-02,2023-02-04,32,24,4,1,2,SO-20230914,2,33.30,13.02,5.33,61.27,35.23,False
915,2023-09-14,2023-09-16,177,42,2,1,3,SO-20230915,1,30.10,12.01,3.61,26.49,14.48,False
916,2024-05-25,2024-05-27,93,5,4,3,5,SO-20230916,6,21.35,12.07,10.25,117.85,45.43,False
917,2024-10-02,2024-10-03,157,3,8,1,,SO-20230917,8,22.50,10.40,0.00,180.00,96.80,False
918,2024-01-14,2024-01-20,149,11,8,2,1,SO-20230918,4,15.60,8.96,4.99,57.41,21.57,False
919,2024-06-14,2024-06-19,15,40,2,1,8,SO-20230919,6,23.25,10.58,11.16,128.34,64.86,True
920,2023-02-27,2023-03-04,106,46,4,1,6,SO-20230920,4,17.35,5.91,3.47,65.93,42.29,False
921,2024-07-24,2024-07-26,29,45,9,2,5,SO-20230921,5,7.85,4.91,1.96,37.29,12.74,False
922,2024-02-05,2024-02-09,69,24,11,2,4,SO-20230922,4,29.05,13.02,9.30,106.90,54.82,False
923,2023-12-03,2023-12-04,64,28,7,1,1,SO-20230923,7,12.55,6.92,10.54,77.31,28.87,False
924,2023-03-08,2023-03-09,142,7,8,1,5,SO-20230924,1,35.60,16.12,2.85,32.75,16.63,False
925,2023-01-26,2023-02-01,173,8,8,1,4,SO-20230925,5,36.85,15.46,9.21,175.04,97.74,False
926,2024-02-22,2024-02-28,113,28,9,1,8,SO-20230926,1,15.05,6.92,0.75,14.30,7.38,False
927,2023-11-26,2023-11-27,11,25,8,2,7,SO-20230927,1,25.90,14.93,2.07,23.83,8.90,False
928,2023-09-08,2023-09-10,39,34,9,3,4,SO-20230928,5,30.25,13.23,12.10,139.15,73.00,False
929,2024-11-07,2024-11-13,4,15,9,3,5,SO-20230929,2,32.70,14.69,7.85,57.55,28.17,False
930,2023-10-19,2023-10-23,108,38,1,1,4,SO-20230930,5,19.75,7.13,11.85,86.90,51.25,False
931,2023-08-15,2023-08-18,77,1,10,1,3,SO-20230931,4,17.25,6.35,3.45,65.55,40.15,False
932,2024-08-19,2024-08-21,143,43,5,1,1,SO-20230932,1,25.85,16.12,1.29,24.56,8.44,False
933,2024-06-01,2024-06-02,57,33,7,2,1,SO-20230933,3,23.75,13.50,8.55,62.70,22.20,False
934,2023-05-30,2023-06-04,18,48,5,1,4,SO-20230934,7,17.85,9.36,6.25,118.70,53.18,False
935,2024-10-08,2024-10-10,177,8,7,2,6,SO-20230935,3,32.85,15.46,7.88,90.67,44.29,True
936,2024-05-24,2024-05-28,7,44,11,1,5,SO-20230936,1,34.35,15.46,1.72,32.63,17.17,False
937,2024-08-16,2024-08-19,67,7,6,2,1,SO-20230937,6,31.60,16.12,15.17,174.43,77.71,False
938,2023-06-05,2023-06-08,54,26,9,2,4,SO-20230938,6,32.90,14.44,9.87,187.53,100.89,False
939,2023-10-12,2023-10-15,131,18,9,3,5,SO-20230939,8,7.20,4.69,2.88,54.72,17.20,False
940,2023-07-03,2023-07-06,158,41,6,2,,SO-20230940,5,27.85,12.07,0.00,139.25,78.90,False
941,2023-08-02,2023-08-06,36,40,12,1,7,SO-20230941,1,19.75,10.58,0.99,18.76,8.18,False
942,2024-10-20,2024-10-24,48,25,1,3,,SO-20230942,7,28.90,14.93,0.00,202.30,97.79,True
943,2023-01-25,2023-01-28,178,38,9,1,2,SO-20230943,4,16.75,7.13,3.35,63.65,35.13,False
944,2023-03-28,2023-03-31,97,17,10,3,,SO-20230944,3,35.05,16.36,0.00,105.15,56.07,False
945,2024-08-17,2024-08-18,71,17,10,1,2,SO-20230945,7,27.30,16.36,22.93,168.17,53.65,False
946,2023-10-30,2023-11-03,65,21,8,2,6,SO-20230946,6,21.55,9.21,15.52,113.78,58.52,False
947,2024-08-14,2024-08-18,77,29,10,1,2,SO-20230947,2,14.90,7.78,2.38,27.42,11.86,False
948,2023-09-28,2023-10-01,129,9,8,3,3,SO-20230948,7,11.85,4.91,6.64,76.31,41.94,False
949,2023-01-06,2023-01-09,121,19,5,1,,SO-20230949,2,16.20,7.53,0.00,32.40,17.34,True
950,2024-09-27,2024-09-30,103,42,8,2,1,SO-20230950,6,30.60,12.01,14.69,168.91,96.85,False
951,2023-07-01,2023-07-05,18,34,11,1,6,SO-20230951,1,32.00,13.23,2.56,29.44,16.21,True
952,2024-01-06,2024-01-09,125,28,2,2,,SO-20230952,6,21.05,6.92,0.00,126.30,84.78,True
953,2023-11-07,2023-11-12,74,36,6,2,8,SO-20230953,4,13.65,5.70,6.55,48.05,25.25,False
954,2023-07-18,2023-07-24,19,18,9,2,5,SO-20230954,7,8.95,4.69,3.13,59.52,26.69,False
955,2024-06-26,2024-06-30,166,32,6,2,2,SO-20230955,4,26.40,11.80,12.67,92.93,45.73,False
956,2024-12-30,2024-12-31,163,3,12,3,1,SO-20230956,5,21.00,10.40,8.40,96.60,44.60,False
957,2024-08-09,2024-08-13,109,18,11,3,,SO-20230957,1,8.70,4.69,0.00,8.70,4.01,False
958,2024-11-22,2024-11-24,55,9,7,3,7,SO-20230958,2,8.10,4.91,1.30,14.90,5.08,False
959,2024-08-04,2024-08-08,54,41,12,3,4,SO-20230959,8,18.85,12.07,7.54,143.26,46.70,False
960,2023-05-25,2023-05-28,155,18,9,3,,SO-20230960,3,11.70,4.69,0.00,35.10,21.03,True
961,2023-11-01,2023-11-04,120,39,8,3,3,SO-20230961,1,17.75,10.40,0.89,16.86,6.46,False
962,2024-08-07,2024-08-12,150,31,7,3,,SO-20230962,5,19.40,11.83,0.00,97.00,37.85,False
963,2023-11-05,2023-11-07,17,7,10,3,1,SO-20230963,6,28.35,16.12,13.61,156.49,59.77,False
964,2024-06-30,2024-07-06,43,36,7,2,,SO-20230964,8,8.90,5.70,0.00,71.20,25.60,False
965,2024-09-18,2024-09-23,129,25,11,2,5,SO-20230965,3,33.15,14.93,7.96,91.49,46.70,False
966,2024-04-26,2024-05-02,58,34,11,2,7,SO-20230966,1,27.00,13.23,2.16,24.84,11.61,False
967,2024-08-19,2024-08-24,106,40,9,1,1,SO-20230967,5,27.25,10.58,10.90,125.35,72.45,True
968,2024-12-12,2024-12-16,70,20,7,2,5,SO-20230968,3,21.45,8.14,5.15,59.20,34.78,False
969,2023-07-20,2023-07-24,89,10,12,1,4,SO-20230969,1,16.85,5.91,2.02,14.83,8.92,False
970,2024-06-18,2024-06-23,72,23,2,3,4,SO-20230970,3,25.80,13.26,6.19,71.21,31.43,False
971,2023-08-15,2023-08-16,51,20,2,2,7,SO-20230971,8,22.95,8.14,9.18,174.42,109.30,True
972,2024-06-29,2024-07-04,164,12,10,1,4,SO-20230972,4,26.35,9.36,12.65,92.75,55.31,False
973,2024-12-11,2024-12-15,113,17,11,2,1,SO-20230973,6,28.05,16.36,20.20,148.10,49.94,False
974,2023-01-06,2023-01-07,77,35,9,1,5,SO-20230974,4,36.50,17.55,17.52,128.48,58.28,False
