ActualKey,Date,DepartmentKey,CostCenterKey,AccountKey,ScenarioKey,Amount,FTE,CommentCode
13260,2025-07-01,5,9,12,1,59196.22,1.65,TREND
13261,2025-07-01,5,9,13,1,62942.80,2.75,TREND
13262,2025-07-01,5,9,14,1,65114.37,2.10,PROJECT
13263,2025-07-01,5,9,15,1,67760.95,2.95,TREND
13264,2025-07-01,5,9,16,1,72332.53,2.55,BASE
13265,2025-07-01,5,9,17,1,74104.10,1.80,PROJECT
13266,2025-07-01,5,9,18,1,77950.68,2.35,TREND
13267,2025-07-01,5,9,19,1,60272.94,2.50,PROJECT
13268,2025-07-01,5,9,20,1,63695.37,2.65,SEASONAL
13269,2025-07-01,5,9,21,1,65792.80,1.25,TREND
13270,2025-07-01,5,9,22,1,67890.24,1.35,TREND
13271,2025-07-01,5,9,23,1,70012.67,1.25,PROJECT
13272,2025-07-01,5,9,24,1,71860.10,2.15,BASE
13273,2025-07-01,5,9,25,1,74357.53,2.50,TREND
13274,2025-07-01,5,9,26,1,77654.96,1.45,SEASONAL
13275,2025-07-01,5,9,27,1,79752.40,1.20,PROJECT
13276,2025-07-01,5,9,28,1,62062.37,3.35,SEASONAL
13277,2025-07-01,5,9,29,1,63079.19,2.40,SEASONAL
13278,2025-07-01,5,9,30,1,64771.02,2.40,SEASONAL
13279,2025-07-01,5,9,31,1,66737.84,1.75,BASE
13280,2025-07-01,5,9,32,1,67779.67,1.35,BASE
13281,2025-07-01,5,9,33,1,69746.49,2.30,TREND
13282,2025-07-01,5,9,34,1,71338.31,2.50,SEASONAL
13283,2025-07-01,5,9,35,1,73180.14,0.95,BASE
13284,2025-07-01,5,9,36,1,74571.96,2.45,PROJECT
13285,2025-07-01,5,10,1,1,43625.30,2.75,TREND
13286,2025-07-01,5,10,2,1,50444.31,1.75,SEASONAL
13287,2025-07-01,5,10,3,1,55413.32,2.35,TREND
13288,2025-07-01,5,10,4,1,59882.33,1.95,TREND
13289,2025-07-01,5,10,5,1,65826.33,1.85,PROJECT
13290,2025-07-01,5,10,6,1,70745.34,3.15,PROJECT
13291,2025-07-01,5,10,7,1,76839.35,1.50,TREND
13292,2025-07-01,5,10,8,1,82383.36,2.00,PROJECT
13293,2025-07-01,5,10,9,1,87902.37,1.85,PROJECT
13294,2025-07-01,5,10,10,1,52844.36,1.70,SEASONAL
13295,2025-07-01,5,10,11,1,56515.93,1.30,TREND
13296,2025-07-01,5,10,12,1,59587.51,0.95,SEASONAL
13297,2025-07-01,5,10,13,1,62784.08,2.25,TREND
13298,2025-07-01,5,10,14,1,66155.66,2.60,BASE
13299,2025-07-01,5,10,15,1,68352.24,1.75,BASE
13300,2025-07-01,5,10,16,1,71848.81,3.10,SEASONAL
13301,2025-07-01,5,10,17,1,75395.39,3.10,PROJECT
13302,2025-07-01,5,10,18,1,78366.96,1.35,SEASONAL
13303,2025-07-01,5,10,19,1,60228.91,3.25,SEASONAL
13304,2025-07-01,5,10,20,1,62251.34,1.20,SEASONAL
13305,2025-07-01,5,10,21,1,65148.77,1.00,PROJECT
13306,2025-07-01,5,10,22,1,66971.20,3.30,BASE
13307,2025-07-01,5,10,23,1,69393.63,0.95,BASE
13308,2025-07-01,5,10,24,1,73041.07,1.20,TREND
13309,2025-07-01,5,10,25,1,75063.50,1.90,BASE
13310,2025-07-01,5,10,26,1,76885.93,3.30,SEASONAL
13311,2025-07-01,5,10,27,1,79808.36,3.05,SEASONAL
13312,2025-07-01,5,10,28,1,61335.60,1.55,TREND
13313,2025-07-01,5,10,29,1,63377.42,1.45,PROJECT
13314,2025-07-01,5,10,30,1,64544.24,2.00,PROJECT
13315,2025-07-01,5,10,31,1,66286.07,2.55,PROJECT
13316,2025-07-01,5,10,32,1,67827.89,2.80,TREND
13317,2025-07-01,5,10,33,1,69869.72,1.00,BASE
13318,2025-07-01,5,10,34,1,71836.54,1.40,BASE
13319,2025-07-01,5,10,35,1,74303.36,1.60,BASE
13320,2025-07-01,5,10,36,1,74770.19,2.10,PROJECT
13321,2025-07-01,6,11,1,1,44097.56,3.40,SEASONAL
13322,2025-07-01,6,11,2,1,50591.56,2.55,TREND
13323,2025-07-01,6,11,3,1,54860.57,2.85,BASE
13324,2025-07-01,6,11,4,1,60504.58,1.35,BASE
13325,2025-07-01,6,11,5,1,65398.59,1.65,PROJECT
13326,2025-07-01,6,11,6,1,70867.60,1.35,PROJECT
13327,2025-07-01,6,11,7,1,77211.60,3.40,BASE
13328,2025-07-01,6,11,8,1,83030.61,1.65,PROJECT
13329,2025-07-01,6,11,9,1,86999.62,3.40,BASE
13330,2025-07-01,6,11,10,1,53085.64,2.50,BASE
13331,2025-07-01,6,11,11,1,55782.22,3.35,PROJECT
13332,2025-07-01,6,11,12,1,60028.80,2.35,PROJECT
13333,2025-07-01,6,11,13,1,62125.37,1.40,TREND
13334,2025-07-01,6,11,14,1,65771.95,2.10,PROJECT
13335,2025-07-01,6,11,15,1,68868.52,1.65,PROJECT
13336,2025-07-01,6,11,16,1,72565.10,2.50,SEASONAL
13337,2025-07-01,6,11,17,1,74236.68,2.85,TREND
13338,2025-07-01,6,11,18,1,78483.25,2.70,SEASONAL
13339,2025-07-01,6,11,19,1,61134.87,1.70,TREND
13340,2025-07-01,6,11,20,1,63132.30,2.60,PROJECT
13341,2025-07-01,6,11,21,1,65604.74,1.90,BASE
13342,2025-07-01,6,11,22,1,67552.17,3.70,BASE
13343,2025-07-01,6,11,23,1,70099.60,3.25,SEASONAL
13344,2025-07-01,6,11,24,1,72347.03,2.75,SEASONAL
13345,2025-07-01,6,11,25,1,75194.46,1.35,BASE
13346,2025-07-01,6,11,26,1,76966.90,3.50,TREND
13347,2025-07-01,6,11,27,1,78714.33,2.25,TREND
13348,2025-07-01,6,11,28,1,60633.82,2.15,PROJECT
13349,2025-07-01,6,11,29,1,62775.64,2.20,TREND
13350,2025-07-01,6,11,30,1,64142.47,2.90,TREND
13351,2025-07-01,6,11,31,1,67334.29,1.60,TREND
13352,2025-07-01,6,11,32,1,68176.12,3.05,SEASONAL
13353,2025-07-01,6,11,33,1,69292.94,1.45,BASE
13354,2025-07-01,6,11,34,1,72484.76,2.05,TREND
13355,2025-07-01,6,11,35,1,72651.59,3.75,TREND
13356,2025-07-01,6,11,36,1,74668.41,3.10,PROJECT
13357,2025-07-01,6,12,1,1,43794.81,3.50,TREND
13358,2025-07-01,6,12,2,1,50438.82,2.45,SEASONAL
13359,2025-07-01,6,12,3,1,55432.83,2.90,PROJECT
13360,2025-07-01,6,12,4,1,60651.83,1.70,SEASONAL
13361,2025-07-01,6,12,5,1,65970.84,1.55,TREND
13362,2025-07-01,6,12,6,1,70939.85,3.00,BASE
13363,2025-07-01,6,12,7,1,76508.86,2.55,TREND
13364,2025-07-01,6,12,8,1,82552.87,1.55,BASE
13365,2025-07-01,6,12,9,1,87046.87,1.35,PROJECT
13366,2025-07-01,6,12,10,1,52426.93,3.20,PROJECT
13367,2025-07-01,6,12,11,1,55648.51,1.35,SEASONAL
13368,2025-07-01,6,12,12,1,60195.08,2.95,PROJECT
13369,2025-07-01,6,12,13,1,61691.66,3.65,PROJECT
13370,2025-07-01,6,12,14,1,66088.24,3.20,SEASONAL
13371,2025-07-01,6,12,15,1,67959.81,2.90,TREND
13372,2025-07-01,6,12,16,1,71131.39,1.65,BASE
13373,2025-07-01,6,12,17,1,74127.96,2.75,BASE
13374,2025-07-01,6,12,18,1,78874.54,2.95,TREND
13375,2025-07-01,6,12,19,1,60965.84,2.35,SEASONAL
13376,2025-07-01,6,12,20,1,63513.27,1.95,TREND
13377,2025-07-01,6,12,21,1,65210.70,1.55,PROJECT
13378,2025-07-01,6,12,22,1,67208.13,3.50,PROJECT
13379,2025-07-01,6,12,23,1,70755.57,1.80,PROJECT
13380,2025-07-01,6,12,24,1,72528.00,1.70,TREND
13381,2025-07-01,6,12,25,1,74925.43,2.30,PROJECT
13382,2025-07-01,6,12,26,1,77397.86,2.25,PROJECT
13383,2025-07-01,6,12,27,1,78720.29,2.90,PROJECT
13384,2025-07-01,6,12,28,1,61832.04,2.00,BASE
13385,2025-07-01,6,12,29,1,63548.87,3.30,TREND
13386,2025-07-01,6,12,30,1,64565.69,3.60,SEASONAL
13387,2025-07-01,6,12,31,1,65907.52,2.85,BASE
13388,2025-07-01,6,12,32,1,68274.34,2.95,SEASONAL
13389,2025-07-01,6,12,33,1,70241.16,2.35,SEASONAL
13390,2025-07-01,6,12,34,1,72082.99,2.65,SEASONAL
13391,2025-07-01,6,12,35,1,74074.81,3.05,SEASONAL
13392,2025-07-01,6,12,36,1,75066.64,3.35,PROJECT
13393,2025-07-01,7,13,1,1,46025.57,3.25,BASE
13394,2025-07-01,7,13,2,1,51909.88,3.70,PROJECT
13395,2025-07-01,7,13,3,1,57919.19,2.30,TREND
13396,2025-07-01,7,13,4,1,63803.50,1.90,BASE
13397,2025-07-01,7,13,5,1,69962.81,1.85,SEASONAL
13398,2025-07-01,7,13,6,1,74697.13,1.80,TREND
13399,2025-07-01,7,13,7,1,81681.44,1.80,BASE
13400,2025-07-01,7,13,8,1,86990.75,2.65,BASE
13401,2025-07-01,7,13,9,1,92725.06,1.85,BASE
13402,2025-07-01,7,13,10,1,55523.21,2.95,SEASONAL
13403,2025-07-01,7,13,11,1,59560.68,2.50,SEASONAL
13404,2025-07-01,7,13,12,1,63023.14,4.15,TREND
13405,2025-07-01,7,13,13,1,65160.61,3.75,BASE
13406,2025-07-01,7,13,14,1,68448.07,2.55,SEASONAL
13407,2025-07-01,7,13,15,1,71960.53,3.40,PROJECT
13408,2025-07-01,7,13,16,1,75723.00,2.70,BASE
13409,2025-07-01,7,13,17,1,78860.46,3.15,BASE
13410,2025-07-01,7,13,18,1,82847.93,4.00,BASE
13411,2025-07-01,7,13,19,1,63507.79,3.85,PROJECT
13412,2025-07-01,7,13,20,1,67229.64,3.50,SEASONAL
13413,2025-07-01,7,13,21,1,68451.49,3.75,SEASONAL
13414,2025-07-01,7,13,22,1,72098.34,2.95,SEASONAL
13415,2025-07-01,7,13,23,1,73145.18,3.70,TREND
13416,2025-07-01,7,13,24,1,77092.03,3.25,BASE
13417,2025-07-01,7,13,25,1,78188.88,2.85,TREND
13418,2025-07-01,7,13,26,1,80635.73,3.35,TREND
13419,2025-07-01,7,13,27,1,83557.58,1.85,PROJECT
13420,2025-07-01,7,13,28,1,64515.82,2.30,SEASONAL
13421,2025-07-01,7,13,29,1,66000.95,2.15,BASE
13422,2025-07-01,7,13,30,1,68036.09,2.20,TREND
13423,2025-07-01,7,13,31,1,69546.23,3.60,TREND
13424,2025-07-01,7,13,32,1,72756.36,3.65,SEASONAL
13425,2025-07-01,7,13,33,1,74441.50,2.50,SEASONAL
13426,2025-07-01,7,13,34,1,75726.63,3.75,PROJECT
13427,2025-07-01,7,13,35,1,77636.77,2.95,SEASONAL
13428,2025-07-01,7,13,36,1,78596.91,1.80,PROJECT
13429,2025-07-01,7,14,1,1,46976.69,3.60,PROJECT
13430,2025-07-01,7,14,2,1,52161.00,4.15,SEASONAL
13431,2025-07-01,7,14,3,1,58795.31,1.95,SEASONAL
13432,2025-07-01,7,14,4,1,63554.63,3.50,SEASONAL
13433,2025-07-01,7,14,5,1,70088.94,2.65,BASE
13434,2025-07-01,7,14,6,1,75373.25,3.45,SEASONAL
13435,2025-07-01,7,14,7,1,81407.56,3.00,TREND
13436,2025-07-01,7,14,8,1,87216.87,2.80,BASE
13437,2025-07-01,7,14,9,1,93251.19,3.65,TREND
13438,2025-07-01,7,14,10,1,56516.71,3.60,BASE
13439,2025-07-01,7,14,11,1,59579.18,3.10,BASE
13440,2025-07-01,7,14,12,1,62466.64,2.10,PROJECT
13441,2025-07-01,7,14,13,1,66704.11,1.90,TREND
13442,2025-07-01,7,14,14,1,69916.57,2.65,BASE
13443,2025-07-01,7,14,15,1,72454.03,3.65,BASE
13444,2025-07-01,7,14,16,1,76591.50,1.90,BASE
13445,2025-07-01,7,14,17,1,79828.96,4.15,TREND
13446,2025-07-01,7,14,18,1,81466.43,3.35,TREND
13447,2025-07-01,7,14,19,1,63540.42,2.45,BASE
13448,2025-07-01,7,14,20,1,67437.26,3.65,PROJECT
13449,2025-07-01,7,14,21,1,68609.11,2.30,PROJECT
13450,2025-07-01,7,14,22,1,71055.96,2.05,PROJECT
13451,2025-07-01,7,14,23,1,74402.81,4.05,TREND
13452,2025-07-01,7,14,24,1,76474.66,3.25,PROJECT
13453,2025-07-01,7,14,25,1,78271.50,3.15,SEASONAL
13454,2025-07-01,7,14,26,1,80668.35,3.85,PROJECT
13455,2025-07-01,7,14,27,1,83490.20,3.25,BASE
13456,2025-07-01,7,14,28,1,63940.29,4.05,TREND
13457,2025-07-01,7,14,29,1,66225.42,2.60,BASE
13458,2025-07-01,7,14,30,1,68985.56,2.65,TREND
13459,2025-07-01,7,14,31,1,70495.69,4.00,SEASONAL
13460,2025-07-01,7,14,32,1,72130.83,2.40,SEASONAL
13461,2025-07-01,7,14,33,1,73015.97,2.90,BASE
13462,2025-07-01,7,14,34,1,75601.10,3.10,SEASONAL
13463,2025-07-01,7,14,35,1,77686.24,3.45,BASE
13464,2025-07-01,7,14,36,1,79171.37,1.95,PROJECT
13465,2025-07-01,8,15,1,1,47627.81,2.10,TREND
13466,2025-07-01,8,15,2,1,52787.13,2.80,PROJECT
13467,2025-07-01,8,15,3,1,57696.44,1.95,PROJECT
13468,2025-07-01,8,15,4,1,63405.75,1.55,BASE
13469,2025-07-01,8,15,5,1,70215.06,1.60,TREND
13470,2025-07-01,8,15,6,1,75424.37,2.35,PROJECT
13471,2025-07-01,8,15,7,1,80833.69,1.15,SEASONAL
13472,2025-07-01,8,15,8,1,87018.00,1.80,TREND
13473,2025-07-01,8,15,9,1,92652.31,2.75,SEASONAL
13474,2025-07-01,8,15,10,1,56410.21,2.80,TREND
13475,2025-07-01,8,15,11,1,58872.68,1.25,PROJECT
13476,2025-07-01,8,15,12,1,62760.14,0.90,PROJECT
13477,2025-07-01,8,15,13,1,65647.60,2.75,SEASONAL
13478,2025-07-01,8,15,14,1,69785.07,1.40,SEASONAL
13479,2025-07-01,8,15,15,1,72447.53,1.60,TREND
13480,2025-07-01,8,15,16,1,76535.00,2.65,PROJECT
13481,2025-07-01,8,15,17,1,78797.46,2.65,BASE
13482,2025-07-01,8,15,18,1,83059.92,2.25,TREND
13483,2025-07-01,8,15,19,1,64198.04,0.95,SEASONAL
13484,2025-07-01,8,15,20,1,65819.89,1.20,BASE
13485,2025-07-01,8,15,21,1,68666.74,2.60,BASE
13486,2025-07-01,8,15,22,1,70838.59,1.70,PROJECT
13487,2025-07-01,8,15,23,1,73485.43,2.95,SEASONAL
13488,2025-07-01,8,15,24,1,75732.28,1.25,BASE
13489,2025-07-01,8,15,25,1,79354.13,1.10,SEASONAL
13490,2025-07-01,8,15,26,1,81050.98,1.60,BASE
13491,2025-07-01,8,15,27,1,84622.83,2.30,SEASONAL
13492,2025-07-01,8,15,28,1,64239.76,2.80,TREND
13493,2025-07-01,8,15,29,1,66099.89,1.50,PROJECT
13494,2025-07-01,8,15,30,1,67860.03,1.80,SEASONAL
13495,2025-07-01,8,15,31,1,70970.16,2.20,PROJECT
13496,2025-07-01,8,15,32,1,71505.30,1.65,BASE
13497,2025-07-01,8,15,33,1,73865.44,2.35,SEASONAL
13498,2025-07-01,8,15,34,1,75575.57,2.05,PROJECT
13499,2025-07-01,8,15,35,1,77510.71,1.85,SEASONAL
13500,2025-07-01,8,15,36,1,78745.84,1.10,PROJECT
13501,2025-07-01,8,16,1,1,46728.94,2.75,BASE
13502,2025-07-01,8,16,2,1,52113.25,1.60,PROJECT
13503,2025-07-01,8,16,3,1,59072.56,2.30,SEASONAL
13504,2025-07-01,8,16,4,1,63656.87,2.85,TREND
13505,2025-07-01,8,16,5,1,70716.19,2.55,TREND
13506,2025-07-01,8,16,6,1,76475.50,1.70,PROJECT
13507,2025-07-01,8,16,7,1,82159.81,2.20,TREND
13508,2025-07-01,8,16,8,1,87569.12,1.80,PROJECT
13509,2025-07-01,8,16,9,1,92528.43,1.75,PROJECT
13510,2025-07-01,8,16,10,1,56628.71,2.70,SEASONAL
13511,2025-07-01,8,16,11,1,60391.18,1.40,SEASONAL
13512,2025-07-01,8,16,12,1,63403.64,0.85,PROJECT
13513,2025-07-01,8,16,13,1,66916.10,1.35,BASE
13514,2025-07-01,8,16,14,1,69703.57,1.10,PROJECT
13515,2025-07-01,8,16,15,1,72941.03,1.10,BASE
13516,2025-07-01,8,16,16,1,76403.50,1.55,PROJECT
13517,2025-07-01,8,16,17,1,78740.96,1.75,PROJECT
13518,2025-07-01,8,16,18,1,82578.42,0.85,SEASONAL
13519,2025-07-01,8,16,19,1,64905.67,2.50,PROJECT
13520,2025-07-01,8,16,20,1,65827.51,2.45,TREND
13521,2025-07-01,8,16,21,1,68399.36,2.60,SEASONAL
13522,2025-07-01,8,16,22,1,71921.21,2.85,SEASONAL
13523,2025-07-01,8,16,23,1,74168.06,1.65,BASE
13524,2025-07-01,8,16,24,1,75889.91,0.75,BASE
13525,2025-07-01,8,16,25,1,79011.75,0.65,SEASONAL
13526,2025-07-01,8,16,26,1,81658.60,2.05,SEASONAL
13527,2025-07-01,8,16,27,1,83405.45,2.60,SEASONAL
13528,2025-07-01,8,16,28,1,64014.22,2.60,PROJECT
13529,2025-07-01,8,16,29,1,65999.36,1.05,BASE
13530,2025-07-01,8,16,30,1,67959.50,2.60,PROJECT
13531,2025-07-01,8,16,31,1,69994.63,2.55,SEASONAL
13532,2025-07-01,8,16,32,1,71479.77,2.85,BASE
13533,2025-07-01,8,16,33,1,73764.90,1.05,BASE
13534,2025-07-01,8,16,34,1,76225.04,1.15,TREND
13535,2025-07-01,8,16,35,1,78185.18,1.60,PROJECT
13536,2025-07-01,8,16,36,1,80095.31,0.75,PROJECT
13537,2025-07-01,9,17,1,1,34585.13,3.10,PROJECT
13538,2025-07-01,9,17,2,1,40067.92,2.40,PROJECT
13539,2025-07-01,9,17,3,1,43675.72,1.20,SEASONAL
13540,2025-07-01,9,17,4,1,48308.51,2.50,BASE
13541,2025-07-01,9,17,5,1,52191.30,1.95,TREND
13542,2025-07-01,9,17,6,1,56624.09,2.25,SEASONAL
13543,2025-07-01,9,17,7,1,60681.88,2.60,BASE
13544,2025-07-01,9,17,8,1,64514.68,1.45,SEASONAL
13545,2025-07-01,9,17,9,1,69322.47,1.90,BASE
13546,2025-07-01,9,17,10,1,41628.01,2.20,BASE
13547,2025-07-01,9,17,11,1,43986.03,1.75,SEASONAL
13548,2025-07-01,9,17,12,1,46544.05,1.95,BASE
13549,2025-07-01,9,17,13,1,48852.08,1.25,TREND
13550,2025-07-01,9,17,14,1,51260.10,1.15,SEASONAL
13551,2025-07-01,9,17,15,1,54268.13,3.25,PROJECT
13552,2025-07-01,9,17,16,1,55801.15,2.95,PROJECT
13553,2025-07-01,9,17,17,1,58384.17,0.95,TREND
13554,2025-07-01,9,17,18,1,60617.20,1.75,BASE
13555,2025-07-01,9,17,19,1,47250.17,3.00,TREND
13556,2025-07-01,9,17,20,1,50524.93,1.65,SEASONAL
13557,2025-07-01,9,17,21,1,50824.70,1.65,SEASONAL
13558,2025-07-01,9,17,22,1,53099.47,1.70,TREND
13559,2025-07-01,9,17,23,1,54999.24,2.30,SEASONAL
13560,2025-07-01,9,17,24,1,57649.01,3.10,PROJECT
13561,2025-07-01,9,17,25,1,59723.77,2.00,BASE
13562,2025-07-01,9,17,26,1,61523.54,3.25,SEASONAL
13563,2025-07-01,9,17,27,1,63173.31,3.20,PROJECT
13564,2025-07-01,9,17,28,1,48986.06,2.95,PROJECT
13565,2025-07-01,9,17,29,1,49004.63,3.10,BASE
13566,2025-07-01,9,17,30,1,50573.21,1.40,SEASONAL
13567,2025-07-01,9,17,31,1,53191.79,1.85,TREND
13568,2025-07-01,9,17,32,1,53535.36,2.95,TREND
13569,2025-07-01,9,17,33,1,55053.94,1.65,TREND
13570,2025-07-01,9,17,34,1,56922.51,2.55,BASE
13571,2025-07-01,9,17,35,1,57466.09,1.70,SEASONAL
13572,2025-07-01,9,17,36,1,58859.67,1.05,SEASONAL
13573,2025-07-01,9,18,1,1,34616.90,1.55,BASE
13574,2025-07-01,9,18,2,1,39849.69,2.40,PROJECT
13575,2025-07-01,9,18,3,1,44507.49,1.95,PROJECT
13576,2025-07-01,9,18,4,1,48515.28,2.65,SEASONAL
13577,2025-07-01,9,18,5,1,52173.07,1.20,PROJECT
13578,2025-07-01,9,18,6,1,56930.86,3.10,SEASONAL
13579,2025-07-01,9,18,7,1,61488.65,1.55,BASE
13580,2025-07-01,9,18,8,1,65296.45,2.25,SEASONAL
13581,2025-07-01,9,18,9,1,68679.24,2.85,SEASONAL
13582,2025-07-01,9,18,10,1,41435.45,2.70,TREND
13583,2025-07-01,9,18,11,1,44318.47,1.30,PROJECT
13584,2025-07-01,9,18,12,1,47026.49,1.25,TREND
13585,2025-07-01,9,18,13,1,48759.52,1.70,SEASONAL
13586,2025-07-01,9,18,14,1,51467.54,1.55,PROJECT
13587,2025-07-01,9,18,15,1,54350.57,2.40,SEASONAL
13588,2025-07-01,9,18,16,1,55908.59,2.75,PROJECT
13589,2025-07-01,9,18,17,1,59916.61,2.75,BASE
13590,2025-07-01,9,18,18,1,60924.64,2.10,BASE
13591,2025-07-01,9,18,19,1,47124.50,1.50,SEASONAL
13592,2025-07-01,9,18,20,1,50149.26,3.15,SEASONAL
13593,2025-07-01,9,18,21,1,52074.03,2.70,TREND
13594,2025-07-01,9,18,22,1,53323.80,1.55,BASE
13595,2025-07-01,9,18,23,1,54648.57,1.80,SEASONAL
13596,2025-07-01,9,18,24,1,57648.34,3.35,PROJECT
13597,2025-07-01,9,18,25,1,58348.10,2.75,SEASONAL
13598,2025-07-01,9,18,26,1,61522.87,1.80,TREND
13599,2025-07-01,9,18,27,1,62047.64,2.10,TREND
13600,2025-07-01,9,18,28,1,49029.31,2.10,PROJECT
13601,2025-07-01,9,18,29,1,50172.88,2.85,PROJECT
13602,2025-07-01,9,18,30,1,50566.46,1.65,TREND
13603,2025-07-01,9,18,31,1,52560.03,2.10,BASE
13604,2025-07-01,9,18,32,1,52953.61,3.30,PROJECT
13605,2025-07-01,9,18,33,1,55397.19,1.60,PROJECT
13606,2025-07-01,9,18,34,1,56140.76,1.05,SEASONAL
13607,2025-07-01,9,18,35,1,57884.34,2.85,TREND
13608,2025-07-01,9,18,36,1,59802.91,2.45,BASE
13609,2025-07-01,10,19,1,1,34923.67,3.20,TREND
13610,2025-07-01,10,19,2,1,39881.46,1.70,PROJECT
13611,2025-07-01,10,19,3,1,43014.26,1.95,BASE
13612,2025-07-01,10,19,4,1,47647.05,2.85,BASE
13613,2025-07-01,10,19,5,1,52304.84,3.05,PROJECT
13614,2025-07-01,10,19,6,1,57237.63,2.05,BASE
13615,2025-07-01,10,19,7,1,60820.42,3.30,PROJECT
13616,2025-07-01,10,19,8,1,64778.22,2.55,BASE
13617,2025-07-01,10,19,9,1,69386.01,2.80,SEASONAL
13618,2025-07-01,10,19,10,1,41242.89,1.70,BASE
13619,2025-07-01,10,19,11,1,45275.91,1.90,SEASONAL
13620,2025-07-01,10,19,12,1,47033.93,3.65,BASE
13621,2025-07-01,10,19,13,1,48566.96,2.15,PROJECT
13622,2025-07-01,10,19,14,1,52374.98,3.15,SEASONAL
13623,2025-07-01,10,19,15,1,54233.01,2.85,BASE
13624,2025-07-01,10,19,16,1,56766.03,1.40,BASE
13625,2025-07-01,10,19,17,1,58299.05,3.45,BASE
13626,2025-07-01,10,19,18,1,60907.08,2.15,BASE
13627,2025-07-01,10,19,19,1,47923.83,2.95,TREND
13628,2025-07-01,10,19,20,1,49348.59,1.70,PROJECT
13629,2025-07-01,10,19,21,1,52273.36,3.05,TREND
13630,2025-07-01,10,19,22,1,53698.13,2.75,PROJECT
13631,2025-07-01,10,19,23,1,54572.90,3.00,SEASONAL
13632,2025-07-01,10,19,24,1,57447.67,3.30,PROJECT
13633,2025-07-01,10,19,25,1,59347.43,1.90,BASE
13634,2025-07-01,10,19,26,1,60472.20,1.35,BASE
13635,2025-07-01,10,19,27,1,62046.97,3.30,PROJECT
13636,2025-07-01,10,19,28,1,47647.55,1.75,TREND
13637,2025-07-01,10,19,29,1,49266.13,2.40,SEASONAL
13638,2025-07-01,10,19,30,1,51359.71,2.45,PROJECT
13639,2025-07-01,10,19,31,1,52253.28,3.05,TREND
13640,2025-07-01,10,19,32,1,53721.86,2.40,SEASONAL
13641,2025-07-01,10,19,33,1,54465.43,1.85,TREND
13642,2025-07-01,10,19,34,1,55934.01,3.40,PROJECT
13643,2025-07-01,10,19,35,1,57752.59,3.60,TREND
13644,2025-07-01,10,19,36,1,59571.16,3.40,PROJECT
13645,2025-07-01,10,20,1,1,34530.44,3.60,TREND
13646,2025-07-01,10,20,2,1,39938.24,2.45,TREND
13647,2025-07-01,10,20,3,1,44496.03,3.25,SEASONAL
13648,2025-07-01,10,20,4,1,47353.82,2.85,BASE
13649,2025-07-01,10,20,5,1,52436.61,1.95,PROJECT
13650,2025-07-01,10,20,6,1,56944.40,2.75,TREND
13651,2025-07-01,10,20,7,1,61502.20,2.50,SEASONAL
13652,2025-07-01,10,20,8,1,65934.99,1.95,PROJECT
13653,2025-07-01,10,20,9,1,69767.78,2.10,SEASONAL
13654,2025-07-01,10,20,10,1,42550.33,3.35,PROJECT
13655,2025-07-01,10,20,11,1,43808.35,3.15,TREND
13656,2025-07-01,10,20,12,1,46416.37,3.30,PROJECT
13657,2025-07-01,10,20,13,1,49624.40,3.35,BASE
13658,2025-07-01,10,20,14,1,51682.42,3.45,BASE
13659,2025-07-01,10,20,15,1,53615.45,3.40,PROJECT
13660,2025-07-01,10,20,16,1,57423.47,1.90,SEASONAL
13661,2025-07-01,10,20,17,1,59931.49,3.15,PROJECT
13662,2025-07-01,10,20,18,1,61914.52,2.40,PROJECT
13663,2025-07-01,10,20,19,1,47498.16,2.90,PROJECT
13664,2025-07-01,10,20,20,1,50147.92,1.35,PROJECT
13665,2025-07-01,10,20,21,1,52047.69,3.15,BASE
13666,2025-07-01,10,20,22,1,54047.46,3.15,SEASONAL
13667,2025-07-01,10,20,23,1,55722.23,3.15,SEASONAL
13668,2025-07-01,10,20,24,1,57272.00,3.70,TREND
13669,2025-07-01,10,20,25,1,59746.76,1.75,TREND
13670,2025-07-01,10,20,26,1,61546.53,2.80,PROJECT
13671,2025-07-01,10,20,27,1,63296.30,3.70,BASE
13672,2025-07-01,10,20,28,1,48740.80,2.20,SEASONAL
13673,2025-07-01,10,20,29,1,49484.38,2.05,PROJECT
13674,2025-07-01,10,20,30,1,51152.95,2.80,SEASONAL
13675,2025-07-01,10,20,31,1,53196.53,2.60,PROJECT
13676,2025-07-01,10,20,32,1,54090.11,2.65,BASE
13677,2025-07-01,10,20,33,1,55658.68,1.50,SEASONAL
13678,2025-07-01,10,20,34,1,55727.26,2.85,SEASONAL
13679,2025-07-01,10,20,35,1,58645.83,2.50,SEASONAL
13680,2025-07-01,10,20,36,1,59289.41,1.50,TREND
13681,2025-08-01,1,1,1,1,54626.97,1.40,BASE
13682,2025-08-01,1,1,2,1,60487.93,1.05,TREND
13683,2025-08-01,1,1,3,1,66948.89,2.55,BASE
13684,2025-08-01,1,1,4,1,74134.85,1.20,SEASONAL
13685,2025-08-01,1,1,5,1,81020.81,1.30,TREND
13686,2025-08-01,1,1,6,1,88731.77,3.15,BASE
13687,2025-08-01,1,1,7,1,95317.73,1.95,SEASONAL
13688,2025-08-01,1,1,8,1,102053.69,2.85,BASE
13689,2025-08-01,1,1,9,1,108514.65,2.55,TREND
13690,2025-08-01,1,1,10,1,65803.92,1.05,PROJECT
