BudgetKey,Date,DepartmentKey,AccountKey,ScenarioKey,BudgetAmount,BudgetFTE
6824,2025-07-01,10,20,2,43824.00,1.80
6825,2025-07-01,10,21,2,45315.00,1.65
6826,2025-07-01,10,22,2,46256.00,2.35
6827,2025-07-01,10,23,2,47822.00,1.05
6828,2025-07-01,10,24,2,48713.00,1.05
6829,2025-07-01,10,25,2,50104.00,1.15
6830,2025-07-01,10,26,2,51795.00,1.10
6831,2025-07-01,10,27,2,52836.00,1.45
6832,2025-07-01,10,28,2,45019.00,1.80
6833,2025-07-01,10,29,2,46146.00,1.75
6834,2025-07-01,10,30,2,46623.00,1.05
6835,2025-07-01,10,31,2,47375.00,1.55
6836,2025-07-01,10,32,2,48752.00,1.80
6837,2025-07-01,10,33,2,50929.00,0.80
6838,2025-07-01,10,34,2,51881.00,1.45
6839,2025-07-01,10,35,2,51958.00,2.35
6840,2025-07-01,10,36,2,53660.00,2.10
6841,2025-08-01,1,1,2,32038.00,1.95
6842,2025-08-01,1,2,2,35108.00,1.25
6843,2025-08-01,1,3,2,37928.00,1.30
6844,2025-08-01,1,4,2,41173.00,2.45
6845,2025-08-01,1,5,2,44193.00,3.00
6846,2025-08-01,1,6,2,47863.00,2.30
6847,2025-08-01,1,7,2,50708.00,2.20
6848,2025-08-01,1,8,2,54378.00,2.20
6849,2025-08-01,1,9,2,57023.00,2.00
6850,2025-08-01,1,10,2,36479.00,2.00
6851,2025-08-01,1,11,2,37214.00,1.80
6852,2025-08-01,1,12,2,39949.00,1.90
6853,2025-08-01,1,13,2,41409.00,1.85
6854,2025-08-01,1,14,2,43319.00,2.35
6855,2025-08-01,1,15,2,45729.00,2.00
6856,2025-08-01,1,16,2,47289.00,1.95
6857,2025-08-01,1,17,2,49249.00,1.25
6858,2025-08-01,1,18,2,50184.00,2.80
6859,2025-08-01,1,19,2,39796.40,1.90
6860,2025-08-01,1,20,2,41387.40,3.00
6861,2025-08-01,1,21,2,42978.40,1.40
6862,2025-08-01,1,22,2,44019.40,2.45
6863,2025-08-01,1,23,2,45210.40,2.35
6864,2025-08-01,1,24,2,47376.40,2.00
6865,2025-08-01,1,25,2,48867.40,2.85
6866,2025-08-01,1,26,2,49858.40,2.40
6867,2025-08-01,1,27,2,50874.40,1.95
6868,2025-08-01,1,28,2,42688.80,1.50
6869,2025-08-01,1,29,2,44365.80,2.90
6870,2025-08-01,1,30,2,45192.80,1.75
6871,2025-08-01,1,31,2,45819.80,2.15
6872,2025-08-01,1,32,2,47446.80,2.65
6873,2025-08-01,1,33,2,49173.80,2.85
6874,2025-08-01,1,34,2,49575.80,1.95
6875,2025-08-01,1,35,2,50677.80,2.00
6876,2025-08-01,1,36,2,52829.80,1.85
6877,2025-08-01,2,1,2,33056.00,2.05
6878,2025-08-01,2,2,2,35126.00,2.90
6879,2025-08-01,2,3,2,38496.00,3.35
6880,2025-08-01,2,4,2,42341.00,2.60
6881,2025-08-01,2,5,2,45761.00,2.80
6882,2025-08-01,2,6,2,47956.00,1.85
6883,2025-08-01,2,7,2,51876.00,3.10
6884,2025-08-01,2,8,2,53996.00,3.10
6885,2025-08-01,2,9,2,57341.00,2.55
6886,2025-08-01,2,10,2,36433.00,1.75
6887,2025-08-01,2,11,2,37968.00,2.30
6888,2025-08-01,2,12,2,39553.00,2.05
6889,2025-08-01,2,13,2,41863.00,3.00
6890,2025-08-01,2,14,2,43073.00,2.40
6891,2025-08-01,2,15,2,46158.00,2.45
6892,2025-08-01,2,16,2,47168.00,1.70
6893,2025-08-01,2,17,2,49028.00,2.90
6894,2025-08-01,2,18,2,51613.00,2.45
6895,2025-08-01,2,19,2,40758.80,3.00
6896,2025-08-01,2,20,2,41249.80,2.10
6897,2025-08-01,2,21,2,43015.80,2.80
6898,2025-08-01,2,22,2,44006.80,3.50
6899,2025-08-01,2,23,2,46522.80,2.00
6900,2025-08-01,2,24,2,47763.80,1.80
6901,2025-08-01,2,25,2,49429.80,1.90
6902,2025-08-01,2,26,2,49845.80,3.30
6903,2025-08-01,2,27,2,51661.80,3.45
6904,2025-08-01,2,28,2,43486.60,3.05
6905,2025-08-01,2,29,2,44238.60,2.75
6906,2025-08-01,2,30,2,45390.60,1.80
6907,2025-08-01,2,31,2,46767.60,1.95
6908,2025-08-01,2,32,2,47569.60,2.50
6909,2025-08-01,2,33,2,48521.60,2.45
6910,2025-08-01,2,34,2,49973.60,2.50
6911,2025-08-01,2,35,2,50650.60,3.40
6912,2025-08-01,2,36,2,52402.60,2.55
6913,2025-08-01,3,1,2,32949.00,2.85
6914,2025-08-01,3,2,2,36844.00,3.05
6915,2025-08-01,3,3,2,39939.00,3.75
6916,2025-08-01,3,4,2,42509.00,2.90
6917,2025-08-01,3,5,2,46179.00,2.50
6918,2025-08-01,3,6,2,48774.00,2.20
6919,2025-08-01,3,7,2,52144.00,3.60
6920,2025-08-01,3,8,2,55439.00,2.70
6921,2025-08-01,3,9,2,58659.00,3.60
6922,2025-08-01,3,10,2,36737.00,2.20
6923,2025-08-01,3,11,2,38697.00,2.90
6924,2025-08-01,3,12,2,40807.00,2.95
6925,2025-08-01,3,13,2,42067.00,3.20
6926,2025-08-01,3,14,2,43777.00,2.75
6927,2025-08-01,3,15,2,46437.00,2.70
6928,2025-08-01,3,16,2,48247.00,2.90
6929,2025-08-01,3,17,2,49657.00,3.80
6930,2025-08-01,3,18,2,51792.00,2.95
6931,2025-08-01,3,19,2,40946.20,3.95
6932,2025-08-01,3,20,2,42287.20,3.75
6933,2025-08-01,3,21,2,43778.20,3.55
6934,2025-08-01,3,22,2,45194.20,2.95
6935,2025-08-01,3,23,2,45710.20,3.15
6936,2025-08-01,3,24,2,47401.20,3.55
6937,2025-08-01,3,25,2,49292.20,3.15
6938,2025-08-01,3,26,2,51008.20,3.80
6939,2025-08-01,3,27,2,51399.20,3.00
6940,2025-08-01,3,28,2,42984.40,3.40
6941,2025-08-01,3,29,2,44636.40,3.80
6942,2025-08-01,3,30,2,45188.40,3.45
6943,2025-08-01,3,31,2,46465.40,2.45
6944,2025-08-01,3,32,2,48342.40,2.95
6945,2025-08-01,3,33,2,48794.40,3.75
6946,2025-08-01,3,34,2,50546.40,2.40
6947,2025-08-01,3,35,2,51748.40,2.65
6948,2025-08-01,3,36,2,52775.40,3.80
6949,2025-08-01,4,1,2,33717.00,3.60
6950,2025-08-01,4,2,2,36487.00,4.15
6951,2025-08-01,4,3,2,40407.00,3.00
6952,2025-08-01,4,4,2,43227.00,3.45
6953,2025-08-01,4,5,2,46072.00,3.20
6954,2025-08-01,4,6,2,49117.00,3.45
6955,2025-08-01,4,7,2,52787.00,3.25
6956,2025-08-01,4,8,2,55682.00,2.70
6957,2025-08-01,4,9,2,58352.00,2.80
6958,2025-08-01,4,10,2,37291.00,2.65
6959,2025-08-01,4,11,2,38476.00,3.50
6960,2025-08-01,4,12,2,39911.00,4.30
6961,2025-08-01,4,13,2,42096.00,4.20
6962,2025-08-01,4,14,2,43581.00,3.80
6963,2025-08-01,4,15,2,45766.00,2.70
6964,2025-08-01,4,16,2,47501.00,3.15
6965,2025-08-01,4,17,2,49186.00,3.15
6966,2025-08-01,4,18,2,51196.00,3.25
6967,2025-08-01,4,19,2,40108.60,4.00
6968,2025-08-01,4,20,2,42674.60,3.50
6969,2025-08-01,4,21,2,43340.60,4.35
6970,2025-08-01,4,22,2,44781.60,4.20
6971,2025-08-01,4,23,2,46522.60,2.95
6972,2025-08-01,4,24,2,48438.60,4.10
6973,2025-08-01,4,25,2,49829.60,3.00
6974,2025-08-01,4,26,2,51220.60,2.85
6975,2025-08-01,4,27,2,52561.60,4.00
6976,2025-08-01,4,28,2,42857.20,4.30
6977,2025-08-01,4,29,2,45059.20,2.95
6978,2025-08-01,4,30,2,46036.20,4.25
6979,2025-08-01,4,31,2,47463.20,3.05
6980,2025-08-01,4,32,2,47840.20,3.50
6981,2025-08-01,4,33,2,49217.20,3.35
6982,2025-08-01,4,34,2,50819.20,3.25
6983,2025-08-01,4,35,2,52071.20,3.65
6984,2025-08-01,4,36,2,53373.20,4.40
6985,2025-08-01,5,1,2,33410.00,2.25
6986,2025-08-01,5,2,2,36630.00,1.70
6987,2025-08-01,5,3,2,39975.00,1.95
6988,2025-08-01,5,4,2,43845.00,1.80
6989,2025-08-01,5,5,2,47015.00,2.20
6990,2025-08-01,5,6,2,49085.00,2.00
6991,2025-08-01,5,7,2,52130.00,1.10
6992,2025-08-01,5,8,2,56350.00,2.10
6993,2025-08-01,5,9,2,59270.00,0.80
6994,2025-08-01,5,10,2,37645.00,1.45
6995,2025-08-01,5,11,2,38505.00,2.55
6996,2025-08-01,5,12,2,41415.00,0.95
6997,2025-08-01,5,13,2,43000.00,1.45
6998,2025-08-01,5,14,2,44660.00,2.40
6999,2025-08-01,5,15,2,45770.00,2.20
7000,2025-08-01,5,16,2,48505.00,2.60
7001,2025-08-01,5,17,2,50090.00,1.35
7002,2025-08-01,5,18,2,51600.00,2.20
7003,2025-08-01,5,19,2,41221.00,1.65
7004,2025-08-01,5,20,2,42612.00,1.60
7005,2025-08-01,5,21,2,43803.00,1.50
7006,2025-08-01,5,22,2,45219.00,1.05
7007,2025-08-01,5,23,2,46260.00,2.40
7008,2025-08-01,5,24,2,48076.00,1.35
7009,2025-08-01,5,25,2,49417.00,1.75
7010,2025-08-01,5,26,2,51333.00,1.00
7011,2025-08-01,5,27,2,52574.00,2.40
7012,2025-08-01,5,28,2,43880.00,1.25
7013,2025-08-01,5,29,2,44882.00,2.50
7014,2025-08-01,5,30,2,45834.00,1.95
7015,2025-08-01,5,31,2,47536.00,2.55
7016,2025-08-01,5,32,2,48813.00,0.85
7017,2025-08-01,5,33,2,49565.00,1.55
7018,2025-08-01,5,34,2,51192.00,2.50
7019,2025-08-01,5,35,2,51794.00,2.30
7020,2025-08-01,5,36,2,52971.00,1.25
7021,2025-08-01,6,1,2,35128.00,2.60
7022,2025-08-01,6,2,2,37423.00,2.25
7023,2025-08-01,6,3,2,40218.00,2.90
7024,2025-08-01,6,4,2,44413.00,2.45
7025,2025-08-01,6,5,2,46983.00,2.60
7026,2025-08-01,6,6,2,50603.00,1.30
7027,2025-08-01,6,7,2,52598.00,2.65
7028,2025-08-01,6,8,2,56443.00,2.35
7029,2025-08-01,6,9,2,59538.00,1.40
7030,2025-08-01,6,10,2,37649.00,1.60
7031,2025-08-01,6,11,2,39109.00,1.50
7032,2025-08-01,6,12,2,40994.00,1.55
7033,2025-08-01,6,13,2,42254.00,1.65
7034,2025-08-01,6,14,2,44914.00,3.00
7035,2025-08-01,6,15,2,46099.00,2.25
7036,2025-08-01,6,16,2,48134.00,2.40
7037,2025-08-01,6,17,2,49969.00,1.85
7038,2025-08-01,6,18,2,52529.00,2.05
7039,2025-08-01,6,19,2,40758.40,2.35
7040,2025-08-01,6,20,2,42624.40,1.45
7041,2025-08-01,6,21,2,43790.40,2.60
7042,2025-08-01,6,22,2,45031.40,2.80
7043,2025-08-01,6,23,2,47122.40,2.20
7044,2025-08-01,6,24,2,48838.40,2.80
7045,2025-08-01,6,25,2,49254.40,3.00
7046,2025-08-01,6,26,2,51195.40,2.95
7047,2025-08-01,6,27,2,52711.40,3.05
7048,2025-08-01,6,28,2,43352.80,1.55
7049,2025-08-01,6,29,2,45329.80,2.95
7050,2025-08-01,6,30,2,46406.80,1.35
7051,2025-08-01,6,31,2,46658.80,1.30
7052,2025-08-01,6,32,2,47935.80,1.65
7053,2025-08-01,6,33,2,49787.80,1.75
7054,2025-08-01,6,34,2,50789.80,2.15
7055,2025-08-01,6,35,2,51566.80,1.75
7056,2025-08-01,6,36,2,53668.80,2.60
7057,2025-08-01,7,1,2,35421.00,2.40
7058,2025-08-01,7,2,2,37991.00,1.80
7059,2025-08-01,7,3,2,40686.00,3.25
7060,2025-08-01,7,4,2,44131.00,2.35
7061,2025-08-01,7,5,2,47701.00,2.15
7062,2025-08-01,7,6,2,51171.00,2.40
7063,2025-08-01,7,7,2,54341.00,3.25
7064,2025-08-01,7,8,2,57286.00,3.25
7065,2025-08-01,7,9,2,60031.00,3.10
7066,2025-08-01,7,10,2,37478.00,3.05
7067,2025-08-01,7,11,2,39413.00,3.00
7068,2025-08-01,7,12,2,40748.00,1.75
7069,2025-08-01,7,13,2,43383.00,1.95
7070,2025-08-01,7,14,2,44693.00,3.05
7071,2025-08-01,7,15,2,46303.00,2.45
7072,2025-08-01,7,16,2,49163.00,3.15
7073,2025-08-01,7,17,2,50798.00,1.70
7074,2025-08-01,7,18,2,52508.00,2.10
7075,2025-08-01,7,19,2,41620.80,2.00
7076,2025-08-01,7,20,2,43036.80,2.80
7077,2025-08-01,7,21,2,44752.80,3.50
7078,2025-08-01,7,22,2,45318.80,2.80
7079,2025-08-01,7,23,2,47234.80,3.45
7080,2025-08-01,7,24,2,48500.80,2.85
7081,2025-08-01,7,25,2,49591.80,2.70
7082,2025-08-01,7,26,2,51132.80,2.15
7083,2025-08-01,7,27,2,52098.80,3.10
7084,2025-08-01,7,28,2,43725.60,2.75
7085,2025-08-01,7,29,2,45677.60,1.85
7086,2025-08-01,7,30,2,46104.60,2.90
7087,2025-08-01,7,31,2,47256.60,2.00
7088,2025-08-01,7,32,2,48758.60,2.20
7089,2025-08-01,7,33,2,50110.60,2.10
7090,2025-08-01,7,34,2,50812.60,3.30
7091,2025-08-01,7,35,2,52064.60,1.75
7092,2025-08-01,7,36,2,52716.60,3.30
7093,2025-08-01,8,1,2,35239.00,3.60
7094,2025-08-01,8,2,2,38934.00,2.55
7095,2025-08-01,8,3,2,41179.00,2.15
7096,2025-08-01,8,4,2,45474.00,3.40
7097,2025-08-01,8,5,2,47369.00,3.55
7098,2025-08-01,8,6,2,50489.00,3.25
7099,2025-08-01,8,7,2,54009.00,2.35
7100,2025-08-01,8,8,2,57304.00,2.55
7101,2025-08-01,8,9,2,60849.00,2.65
7102,2025-08-01,8,10,2,37332.00,2.35
7103,2025-08-01,8,11,2,39142.00,2.15
7104,2025-08-01,8,12,2,41227.00,3.00
7105,2025-08-01,8,13,2,42862.00,2.70
7106,2025-08-01,8,14,2,45072.00,3.80
7107,2025-08-01,8,15,2,47657.00,2.60
7108,2025-08-01,8,16,2,48867.00,3.65
7109,2025-08-01,8,17,2,50402.00,3.80
7110,2025-08-01,8,18,2,53112.00,2.25
7111,2025-08-01,8,19,2,40933.20,2.20
7112,2025-08-01,8,20,2,42349.20,2.30
7113,2025-08-01,8,21,2,44790.20,2.75
7114,2025-08-01,8,22,2,46106.20,3.50
7115,2025-08-01,8,23,2,47072.20,3.80
7116,2025-08-01,8,24,2,49063.20,3.95
7117,2025-08-01,8,25,2,49654.20,2.40
7118,2025-08-01,8,26,2,51395.20,3.85
7119,2025-08-01,8,27,2,52586.20,2.90
7120,2025-08-01,8,28,2,44423.40,2.95
7121,2025-08-01,8,29,2,45100.40,3.60
7122,2025-08-01,8,30,2,46852.40,3.05
7123,2025-08-01,8,31,2,47804.40,3.10
7124,2025-08-01,8,32,2,48981.40,3.20
7125,2025-08-01,8,33,2,49958.40,3.20
7126,2025-08-01,8,34,2,50585.40,2.25
7127,2025-08-01,8,35,2,52012.40,3.50
7128,2025-08-01,8,36,2,53764.40,3.45
7129,2025-08-01,9,1,2,35957.00,4.30
7130,2025-08-01,9,2,2,38777.00,4.35
7131,2025-08-01,9,3,2,42597.00,2.70
7132,2025-08-01,9,4,2,45542.00,3.80
7133,2025-08-01,9,5,2,48762.00,2.70
7134,2025-08-01,9,6,2,52182.00,3.20
7135,2025-08-01,9,7,2,54502.00,3.60
7136,2025-08-01,9,8,2,57222.00,2.65
7137,2025-08-01,9,9,2,61417.00,3.90
7138,2025-08-01,9,10,2,38711.00,3.90
7139,2025-08-01,9,11,2,39671.00,2.85
7140,2025-08-01,9,12,2,42056.00,3.05
7141,2025-08-01,9,13,2,44366.00,3.55
7142,2025-08-01,9,14,2,45676.00,3.80
7143,2025-08-01,9,15,2,46886.00,3.15
7144,2025-08-01,9,16,2,48771.00,3.05
7145,2025-08-01,9,17,2,51556.00,3.75
7146,2025-08-01,9,18,2,52966.00,3.70
7147,2025-08-01,9,19,2,41970.60,4.10
7148,2025-08-01,9,20,2,42986.60,4.20
7149,2025-08-01,9,21,2,45252.60,3.05
7150,2025-08-01,9,22,2,45793.60,3.15
7151,2025-08-01,9,23,2,46934.60,2.80
7152,2025-08-01,9,24,2,48850.60,2.75
7153,2025-08-01,9,25,2,50841.60,4.05
7154,2025-08-01,9,26,2,51207.60,2.60
7155,2025-08-01,9,27,2,53273.60,3.60
7156,2025-08-01,9,28,2,44221.20,3.95
7157,2025-08-01,9,29,2,46148.20,4.05
7158,2025-08-01,9,30,2,46050.20,3.40
7159,2025-08-01,9,31,2,47977.20,3.55
7160,2025-08-01,9,32,2,49079.20,4.05
7161,2025-08-01,9,33,2,50006.20,4.40
7162,2025-08-01,9,34,2,50733.20,3.75
7163,2025-08-01,9,35,2,52685.20,3.15
7164,2025-08-01,9,36,2,54187.20,3.95
7165,2025-08-01,10,1,2,36275.00,2.40
7166,2025-08-01,10,2,2,40020.00,2.60
7167,2025-08-01,10,3,2,42715.00,2.00
7168,2025-08-01,10,4,2,45560.00,1.00
7169,2025-08-01,10,5,2,48255.00,2.50
7170,2025-08-01,10,6,2,52300.00,0.80
7171,2025-08-01,10,7,2,55645.00,1.65
7172,2025-08-01,10,8,2,58390.00,1.25
7173,2025-08-01,10,9,2,60760.00,2.20
7174,2025-08-01,10,10,2,38315.00,1.20
7175,2025-08-01,10,11,2,40775.00,1.70
7176,2025-08-01,10,12,2,42510.00,2.40
7177,2025-08-01,10,13,2,43845.00,0.90
7178,2025-08-01,10,14,2,46280.00,1.90
7179,2025-08-01,10,15,2,47840.00,1.05
7180,2025-08-01,10,16,2,49475.00,2.55
7181,2025-08-01,10,17,2,51135.00,0.95
7182,2025-08-01,10,18,2,53170.00,2.20
7183,2025-08-01,10,19,2,42358.00,2.30
7184,2025-08-01,10,20,2,43874.00,2.35
7185,2025-08-01,10,21,2,45315.00,2.60
7186,2025-08-01,10,22,2,45756.00,0.95
7187,2025-08-01,10,23,2,47547.00,1.40
7188,2025-08-01,10,24,2,48563.00,1.10
7189,2025-08-01,10,25,2,50504.00,1.50
7190,2025-08-01,10,26,2,51945.00,2.30
7191,2025-08-01,10,27,2,52736.00,2.45
7192,2025-08-01,10,28,2,44344.00,0.90
7193,2025-08-01,10,29,2,46171.00,2.35
7194,2025-08-01,10,30,2,46773.00,1.05
7195,2025-08-01,10,31,2,47775.00,1.60
7196,2025-08-01,10,32,2,49802.00,2.10
7197,2025-08-01,10,33,2,50654.00,1.45
7198,2025-08-01,10,34,2,51431.00,1.90
7199,2025-08-01,10,35,2,52558.00,1.15
7200,2025-08-01,10,36,2,54410.00,2.60
7201,2025-09-01,1,1,2,32463.00,2.65
7202,2025-09-01,1,2,2,35733.00,1.70
7203,2025-09-01,1,3,2,38653.00,1.90
7204,2025-09-01,1,4,2,42073.00,2.20
7205,2025-09-01,1,5,2,44618.00,1.95
7206,2025-09-01,1,6,2,47588.00,1.75
7207,2025-09-01,1,7,2,50733.00,3.05
7208,2025-09-01,1,8,2,53778.00,2.05
7209,2025-09-01,1,9,2,57323.00,1.70
7210,2025-09-01,1,10,2,35779.00,2.80
7211,2025-09-01,1,11,2,37764.00,1.90
7212,2025-09-01,1,12,2,39974.00,2.90
7213,2025-09-01,1,13,2,42059.00,1.80
7214,2025-09-01,1,14,2,43969.00,2.90
7215,2025-09-01,1,15,2,45604.00,2.60
7216,2025-09-01,1,16,2,46964.00,1.80
7217,2025-09-01,1,17,2,49574.00,2.50
7218,2025-09-01,1,18,2,50309.00,2.05
7219,2025-09-01,1,19,2,39446.40,2.40
7220,2025-09-01,1,20,2,41312.40,2.55
7221,2025-09-01,1,21,2,43553.40,2.85
7222,2025-09-01,1,22,2,44094.40,2.45
7223,2025-09-01,1,23,2,45210.40,1.40
7224,2025-09-01,1,24,2,47676.40,1.85
7225,2025-09-01,1,25,2,48217.40,1.80
7226,2025-09-01,1,26,2,49658.40,2.95
7227,2025-09-01,1,27,2,51774.40,2.35
7228,2025-09-01,1,28,2,43563.80,1.60
7229,2025-09-01,1,29,2,44515.80,2.80
7230,2025-09-01,1,30,2,44942.80,2.40
7231,2025-09-01,1,31,2,46494.80,2.75
7232,2025-09-01,1,32,2,47471.80,1.85
7233,2025-09-01,1,33,2,48773.80,1.40
7234,2025-09-01,1,34,2,49775.80,2.00
7235,2025-09-01,1,35,2,50627.80,2.40
7236,2025-09-01,1,36,2,52754.80,2.65
7237,2025-09-01,2,1,2,32381.00,2.20
7238,2025-09-01,2,2,2,35926.00,2.20
7239,2025-09-01,2,3,2,39221.00,2.20
7240,2025-09-01,2,4,2,41966.00,3.40
7241,2025-09-01,2,5,2,45036.00,2.00
7242,2025-09-01,2,6,2,48031.00,2.55
7243,2025-09-01,2,7,2,51326.00,2.95
7244,2025-09-01,2,8,2,53871.00,2.95
7245,2025-09-01,2,9,2,57966.00,1.95
7246,2025-09-01,2,10,2,35733.00,1.75
7247,2025-09-01,2,11,2,38093.00,2.90
7248,2025-09-01,2,12,2,40578.00,2.95
7249,2025-09-01,2,13,2,41738.00,2.60
7250,2025-09-01,2,14,2,43148.00,1.70
7251,2025-09-01,2,15,2,45433.00,2.45
7252,2025-09-01,2,16,2,48018.00,2.65
7253,2025-09-01,2,17,2,49103.00,3.05
7254,2025-09-01,2,18,2,51013.00,3.05
7255,2025-09-01,2,19,2,40933.80,2.65
7256,2025-09-01,2,20,2,41874.80,3.30
7257,2025-09-01,2,21,2,43515.80,2.50
7258,2025-09-01,2,22,2,44556.80,1.80
7259,2025-09-01,2,23,2,45947.80,2.15
7260,2025-09-01,2,24,2,47563.80,3.15
7261,2025-09-01,2,25,2,48304.80,2.20
7262,2025-09-01,2,26,2,50395.80,2.80
7263,2025-09-01,2,27,2,51186.80,2.55
7264,2025-09-01,2,28,2,43811.60,1.95
7265,2025-09-01,2,29,2,44238.60,2.20
7266,2025-09-01,2,30,2,46040.60,1.85
7267,2025-09-01,2,31,2,46992.60,2.70
7268,2025-09-01,2,32,2,48119.60,2.55
7269,2025-09-01,2,33,2,48721.60,2.50
7270,2025-09-01,2,34,2,49623.60,1.80
7271,2025-09-01,2,35,2,50575.60,1.95
7272,2025-09-01,2,36,2,52127.60,2.20
7273,2025-09-01,3,1,2,32499.00,3.90
7274,2025-09-01,3,2,2,36419.00,3.85
7275,2025-09-01,3,3,2,39564.00,2.85
7276,2025-09-01,3,4,2,42059.00,3.05
7277,2025-09-01,3,5,2,46254.00,3.15
7278,2025-09-01,3,6,2,48999.00,2.40
7279,2025-09-01,3,7,2,52069.00,3.25
7280,2025-09-01,3,8,2,54914.00,2.55
7281,2025-09-01,3,9,2,58209.00,3.25
7282,2025-09-01,3,10,2,36487.00,3.40
7283,2025-09-01,3,11,2,38772.00,2.25
7284,2025-09-01,3,12,2,40307.00,2.75
7285,2025-09-01,3,13,2,42342.00,3.40
7286,2025-09-01,3,14,2,43802.00,2.75
7287,2025-09-01,3,15,2,45962.00,3.35
7288,2025-09-01,3,16,2,47947.00,2.75
7289,2025-09-01,3,17,2,49082.00,3.70
7290,2025-09-01,3,18,2,50842.00,3.35
7291,2025-09-01,3,19,2,40621.20,3.70
7292,2025-09-01,3,20,2,41712.20,2.65
7293,2025-09-01,3,21,2,43453.20,2.75
7294,2025-09-01,3,22,2,44694.20,2.95
7295,2025-09-01,3,23,2,46210.20,2.90
7296,2025-09-01,3,24,2,47126.20,3.65
7297,2025-09-01,3,25,2,49142.20,2.30
7298,2025-09-01,3,26,2,50058.20,2.60
7299,2025-09-01,3,27,2,52249.20,3.95
7300,2025-09-01,3,28,2,43534.40,2.65
7301,2025-09-01,3,29,2,44986.40,2.70
7302,2025-09-01,3,30,2,45038.40,2.50
7303,2025-09-01,3,31,2,46465.40,3.35
7304,2025-09-01,3,32,2,48317.40,2.75
7305,2025-09-01,3,33,2,48719.40,2.85
7306,2025-09-01,3,34,2,50646.40,2.55
7307,2025-09-01,3,35,2,51023.40,3.00
7308,2025-09-01,3,36,2,52050.40,3.75
7309,2025-09-01,4,1,2,33017.00,3.15
7310,2025-09-01,4,2,2,36537.00,2.60
7311,2025-09-01,4,3,2,40132.00,3.15
7312,2025-09-01,4,4,2,42452.00,3.55
7313,2025-09-01,4,5,2,45597.00,4.05
7314,2025-09-01,4,6,2,49617.00,4.25
7315,2025-09-01,4,7,2,51837.00,4.10
7316,2025-09-01,4,8,2,55457.00,3.60
7317,2025-09-01,4,9,2,58552.00,3.40
7318,2025-09-01,4,10,2,36841.00,3.45
7319,2025-09-01,4,11,2,38001.00,4.30
7320,2025-09-01,4,12,2,40761.00,4.20
7321,2025-09-01,4,13,2,42921.00,3.65
7322,2025-09-01,4,14,2,44506.00,3.05
7323,2025-09-01,4,15,2,45916.00,4.35
7324,2025-09-01,4,16,2,47326.00,4.05
7325,2025-09-01,4,17,2,49986.00,3.25
7326,2025-09-01,4,18,2,51396.00,4.40
7327,2025-09-01,4,19,2,40258.60,3.15
7328,2025-09-01,4,20,2,42099.60,3.05
7329,2025-09-01,4,21,2,43890.60,3.55
7330,2025-09-01,4,22,2,45256.60,3.90
7331,2025-09-01,4,23,2,46447.60,3.80
7332,2025-09-01,4,24,2,48263.60,3.95
7333,2025-09-01,4,25,2,48754.60,3.10
7334,2025-09-01,4,26,2,50520.60,2.90
7335,2025-09-01,4,27,2,52536.60,3.90
7336,2025-09-01,4,28,2,43382.20,3.25
7337,2025-09-01,4,29,2,44359.20,3.15
7338,2025-09-01,4,30,2,45336.20,4.25
7339,2025-09-01,4,31,2,46413.20,3.00
7340,2025-09-01,4,32,2,48715.20,3.85
7341,2025-09-01,4,33,2,49342.20,3.10
7342,2025-09-01,4,34,2,50944.20,3.80
7343,2025-09-01,4,35,2,51196.20,2.80
7344,2025-09-01,4,36,2,52723.20,3.45
7345,2025-09-01,5,1,2,33960.00,1.15
7346,2025-09-01,5,2,2,36555.00,1.20
7347,2025-09-01,5,3,2,40675.00,1.85
7348,2025-09-01,5,4,2,42920.00,0.95
7349,2025-09-01,5,5,2,46715.00,1.00
7350,2025-09-01,5,6,2,49585.00,1.65
7351,2025-09-01,5,7,2,52255.00,1.30
7352,2025-09-01,5,8,2,56100.00,1.65
7353,2025-09-01,5,9,2,58395.00,1.05
7354,2025-09-01,5,10,2,37495.00,1.20
7355,2025-09-01,5,11,2,39205.00,1.20
7356,2025-09-01,5,12,2,40890.00,1.45
7357,2025-09-01,5,13,2,42225.00,1.15
7358,2025-09-01,5,14,2,44310.00,1.85
7359,2025-09-01,5,15,2,45720.00,2.35
7360,2025-09-01,5,16,2,48755.00,2.15
7361,2025-09-01,5,17,2,50315.00,0.80
7362,2025-09-01,5,18,2,51475.00,1.00
7363,2025-09-01,5,19,2,40771.00,1.65
7364,2025-09-01,5,20,2,42512.00,2.20
7365,2025-09-01,5,21,2,43203.00,2.50
7366,2025-09-01,5,22,2,45144.00,2.05
7367,2025-09-01,5,23,2,46235.00,1.20
7368,2025-09-01,5,24,2,48176.00,1.50
7369,2025-09-01,5,25,2,49592.00,0.95
7370,2025-09-01,5,26,2,50683.00,1.85
7371,2025-09-01,5,27,2,52599.00,1.15
7372,2025-09-01,5,28,2,44105.00,1.55
7373,2025-09-01,5,29,2,44882.00,1.70
7374,2025-09-01,5,30,2,45509.00,2.45
7375,2025-09-01,5,31,2,47336.00,1.15
7376,2025-09-01,5,32,2,48688.00,1.75
7377,2025-09-01,5,33,2,49515.00,1.40
7378,2025-09-01,5,34,2,50642.00,1.35
7379,2025-09-01,5,35,2,52269.00,1.90
7380,2025-09-01,5,36,2,53096.00,2.20
7381,2025-09-01,6,1,2,34703.00,2.80
