ForecastKey,Date,DepartmentKey,AccountKey,ScenarioKey,ForecastAmount
6565,2025-07-01,3,13,3,42717.00
6566,2025-07-01,3,14,3,45009.54
6567,2025-07-01,3,15,3,47778.61
6568,2025-07-01,3,16,3,47789.28
6569,2025-07-01,3,17,3,49357.00
6570,2025-07-01,3,18,3,51527.17
6571,2025-07-01,3,19,3,40102.78
6572,2025-07-01,3,20,3,42562.20
6573,2025-07-01,3,21,3,42953.20
6574,2025-07-01,3,22,3,46072.58
6575,2025-07-01,3,23,3,47152.05
6576,2025-07-01,3,24,3,45809.41
6577,2025-07-01,3,25,3,50456.54
6578,2025-07-01,3,26,3,49933.20
6579,2025-07-01,3,27,3,52886.18
6580,2025-07-01,3,28,3,44685.93
6581,2025-07-01,3,29,3,42959.67
6582,2025-07-01,3,30,3,46170.53
6583,2025-07-01,3,31,3,45560.59
6584,2025-07-01,3,32,3,48497.57
6585,2025-07-01,3,33,3,49147.96
6586,2025-07-01,3,34,3,49829.47
6587,2025-07-01,3,35,3,50488.42
6588,2025-07-01,3,36,3,53269.91
6589,2025-07-01,4,1,3,32993.66
6590,2025-07-01,4,2,3,35806.26
6591,2025-07-01,4,3,3,41189.64
6592,2025-07-01,4,4,3,41154.19
6593,2025-07-01,4,5,3,45926.72
6594,2025-07-01,4,6,3,48742.00
6595,2025-07-01,4,7,3,52234.38
6596,2025-07-01,4,8,3,57069.21
6597,2025-07-01,4,9,3,60105.54
6598,2025-07-01,4,10,3,37482.73
6599,2025-07-01,4,11,3,37804.48
6600,2025-07-01,4,12,3,40486.86
6601,2025-07-01,4,13,3,40542.12
6602,2025-07-01,4,14,3,42516.07
6603,2025-07-01,4,15,3,46223.66
6604,2025-07-01,4,16,3,48126.00
6605,2025-07-01,4,17,3,50361.00
6606,2025-07-01,4,18,3,51005.08
6607,2025-07-01,4,19,3,40483.60
6608,2025-07-01,4,20,3,41233.10
6609,2025-07-01,4,21,3,42767.88
6610,2025-07-01,4,22,3,45103.17
6611,2025-07-01,4,23,3,46008.65
6612,2025-07-01,4,24,3,46185.19
6613,2025-07-01,4,25,3,50036.99
6614,2025-07-01,4,26,3,50773.31
6615,2025-07-01,4,27,3,51289.87
6616,2025-07-01,4,28,3,45404.67
6617,2025-07-01,4,29,3,44207.02
6618,2025-07-01,4,30,3,45865.31
6619,2025-07-01,4,31,3,47392.46
6620,2025-07-01,4,32,3,49970.66
6621,2025-07-01,4,33,3,47886.18
6622,2025-07-01,4,34,3,51045.08
6623,2025-07-01,4,35,3,50339.31
6624,2025-07-01,4,36,3,52207.74
6625,2025-07-01,5,1,3,34868.70
6626,2025-07-01,5,2,3,38913.40
6627,2025-07-01,5,3,3,41334.25
6628,2025-07-01,5,4,3,42481.15
6629,2025-07-01,5,5,3,47776.80
6630,2025-07-01,5,6,3,51433.05
6631,2025-07-01,5,7,3,53434.05
6632,2025-07-01,5,8,3,57247.50
6633,2025-07-01,5,9,3,60198.35
6634,2025-07-01,5,10,3,36224.65
6635,2025-07-01,5,11,3,38763.90
6636,2025-07-01,5,12,3,39154.05
6637,2025-07-01,5,13,3,42840.00
6638,2025-07-01,5,14,3,45298.20
6639,2025-07-01,5,15,3,44324.15
6640,2025-07-01,5,16,3,50011.65
6641,2025-07-01,5,17,3,48920.85
6642,2025-07-01,5,18,3,52325.00
6643,2025-07-01,5,19,3,41456.46
6644,2025-07-01,5,20,3,41697.39
6645,2025-07-01,5,21,3,43378.00
6646,2025-07-01,5,22,3,45797.44
6647,2025-07-01,5,23,3,47185.20
6648,2025-07-01,5,24,3,46075.97
6649,2025-07-01,5,25,3,48249.74
6650,2025-07-01,5,26,3,50355.34
6651,2025-07-01,5,27,3,52345.26
6652,2025-07-01,5,28,3,44722.80
6653,2025-07-01,5,29,3,45371.64
6654,2025-07-01,5,30,3,45409.00
6655,2025-07-01,5,31,3,47874.72
6656,2025-07-01,5,32,3,47235.87
6657,2025-07-01,5,33,3,48815.00
6658,2025-07-01,5,34,3,52161.26
6659,2025-07-01,5,35,3,50439.62
6660,2025-07-01,5,36,3,54183.42
6661,2025-07-01,6,1,3,34082.44
6662,2025-07-01,6,2,3,36785.31
6663,2025-07-01,6,3,3,39989.07
6664,2025-07-01,6,4,3,43813.00
6665,2025-07-01,6,5,3,48134.99
6666,2025-07-01,6,6,3,49528.00
6667,2025-07-01,6,7,3,53098.00
6668,2025-07-01,6,8,3,58393.79
6669,2025-07-01,6,9,3,61315.26
6670,2025-07-01,6,10,3,37749.00
6671,2025-07-01,6,11,3,38498.32
6672,2025-07-01,6,12,3,41494.00
6673,2025-07-01,6,13,3,42192.92
6674,2025-07-01,6,14,3,43833.33
6675,2025-07-01,6,15,3,45201.52
6676,2025-07-01,6,16,3,48564.84
6677,2025-07-01,6,17,3,50998.94
6678,2025-07-01,6,18,3,51063.21
6679,2025-07-01,6,19,3,40533.40
6680,2025-07-01,6,20,3,40836.42
6681,2025-07-01,6,21,3,45074.21
6682,2025-07-01,6,22,3,44383.71
6683,2025-07-01,6,23,3,46247.40
6684,2025-07-01,6,24,3,49865.80
6685,2025-07-01,6,25,3,47898.02
6686,2025-07-01,6,26,3,50670.40
6687,2025-07-01,6,27,3,53995.13
6688,2025-07-01,6,28,3,43000.24
6689,2025-07-01,6,29,3,45124.00
6690,2025-07-01,6,30,3,46156.80
6691,2025-07-01,6,31,3,49243.06
6692,2025-07-01,6,32,3,49124.02
6693,2025-07-01,6,33,3,49364.17
6694,2025-07-01,6,34,3,51120.95
6695,2025-07-01,6,35,3,52006.72
6696,2025-07-01,6,36,3,52768.80
6697,2025-07-01,7,1,3,35521.00
6698,2025-07-01,7,2,3,36754.27
6699,2025-07-01,7,3,3,41855.08
6700,2025-07-01,7,4,3,44784.12
6701,2025-07-01,7,5,3,45889.48
6702,2025-07-01,7,6,3,52270.92
6703,2025-07-01,7,7,3,54455.16
6704,2025-07-01,7,8,3,57437.22
6705,2025-07-01,7,9,3,61806.18
6706,2025-07-01,7,10,3,37499.28
6707,2025-07-01,7,11,3,38351.86
6708,2025-07-01,7,12,3,41098.00
6709,2025-07-01,7,13,3,42633.00
6710,2025-07-01,7,14,3,45879.29
6711,2025-07-01,7,15,3,46503.00
6712,2025-07-01,7,16,3,48003.12
6713,2025-07-01,7,17,3,50624.23
6714,2025-07-01,7,18,3,50399.26
6715,2025-07-01,7,19,3,42325.72
6716,2025-07-01,7,20,3,44250.65
6717,2025-07-01,7,21,3,42779.72
6718,2025-07-01,7,22,3,46554.74
6719,2025-07-01,7,23,3,47252.65
6720,2025-07-01,7,24,3,49496.32
6721,2025-07-01,7,25,3,49941.80
6722,2025-07-01,7,26,3,51332.80
6723,2025-07-01,7,27,3,51699.84
6724,2025-07-01,7,28,3,45500.87
6725,2025-07-01,7,29,3,44503.07
6726,2025-07-01,7,30,3,47127.24
6727,2025-07-01,7,31,3,46639.15
6728,2025-07-01,7,32,3,47875.01
6729,2025-07-01,7,33,3,50763.21
6730,2025-07-01,7,34,3,51244.98
6731,2025-07-01,7,35,3,51108.91
6732,2025-07-01,7,36,3,53445.77
6733,2025-07-01,8,1,3,35139.00
6734,2025-07-01,8,2,3,39891.18
6735,2025-07-01,8,3,3,42903.62
6736,2025-07-01,8,4,3,46554.97
6737,2025-07-01,8,5,3,46432.93
6738,2025-07-01,8,6,3,49726.08
6739,2025-07-01,8,7,3,53369.91
6740,2025-07-01,8,8,3,59048.87
6741,2025-07-01,8,9,3,61457.49
6742,2025-07-01,8,10,3,38357.00
6743,2025-07-01,8,11,3,39143.16
6744,2025-07-01,8,12,3,41433.48
6745,2025-07-01,8,13,3,44662.86
6746,2025-07-01,8,14,3,44472.78
6747,2025-07-01,8,15,3,46338.93
6748,2025-07-01,8,16,3,48031.49
6749,2025-07-01,8,17,3,51562.52
6750,2025-07-01,8,18,3,52343.76
6751,2025-07-01,8,19,3,41266.04
6752,2025-07-01,8,20,3,44855.68
6753,2025-07-01,8,21,3,42888.74
6754,2025-07-01,8,22,3,47053.82
6755,2025-07-01,8,23,3,46193.53
6756,2025-07-01,8,24,3,49074.08
6757,2025-07-01,8,25,3,50251.74
6758,2025-07-01,8,26,3,49901.80
6759,2025-07-01,8,27,3,54071.56
6760,2025-07-01,8,28,3,44801.87
6761,2025-07-01,8,29,3,44810.89
6762,2025-07-01,8,30,3,46845.95
6763,2025-07-01,8,31,3,48229.40
6764,2025-07-01,8,32,3,49294.46
6765,2025-07-01,8,33,3,48812.23
6766,2025-07-01,8,34,3,49019.34
6767,2025-07-01,8,35,3,52204.27
6768,2025-07-01,8,36,3,54482.69
6769,2025-07-01,9,1,3,36293.64
6770,2025-07-01,9,2,3,39202.00
6771,2025-07-01,9,3,3,43462.91
6772,2025-07-01,9,4,3,45694.42
6773,2025-07-01,9,5,3,47076.26
6774,2025-07-01,9,6,3,52299.82
6775,2025-07-01,9,7,3,53594.44
6776,2025-07-01,9,8,3,56788.06
6777,2025-07-01,9,9,3,62160.84
6778,2025-07-01,9,10,3,37828.89
6779,2025-07-01,9,11,3,39125.79
6780,2025-07-01,9,12,3,40967.19
6781,2025-07-01,9,13,3,43916.00
6782,2025-07-01,9,14,3,44198.98
6783,2025-07-01,9,15,3,47811.00
6784,2025-07-01,9,16,3,47844.58
6785,2025-07-01,9,17,3,53282.93
6786,2025-07-01,9,18,3,53668.32
6787,2025-07-01,9,19,3,41352.89
6788,2025-07-01,9,20,3,42396.37
6789,2025-07-01,9,21,3,43367.55
6790,2025-07-01,9,22,3,45518.60
6791,2025-07-01,9,23,3,46254.06
6792,2025-07-01,9,24,3,47990.84
6793,2025-07-01,9,25,3,49739.18
6794,2025-07-01,9,26,3,50746.95
6795,2025-07-01,9,27,3,52963.61
6796,2025-07-01,9,28,3,42821.81
6797,2025-07-01,9,29,3,44931.24
6798,2025-07-01,9,30,3,47773.20
6799,2025-07-01,9,31,3,46928.18
6800,2025-07-01,9,32,3,50422.83
6801,2025-07-01,9,33,3,48142.26
6802,2025-07-01,9,34,3,52716.86
6803,2025-07-01,9,35,3,52232.60
6804,2025-07-01,9,36,3,54678.57
6805,2025-07-01,10,1,3,36184.50
6806,2025-07-01,10,2,3,41169.10
6807,2025-07-01,10,3,3,44130.30
6808,2025-07-01,10,4,3,45885.00
6809,2025-07-01,10,5,3,47730.90
6810,2025-07-01,10,6,3,49979.25
6811,2025-07-01,10,7,3,55941.90
6812,2025-07-01,10,8,3,59832.70
6813,2025-07-01,10,9,3,60835.00
6814,2025-07-01,10,10,3,38087.70
6815,2025-07-01,10,11,3,39935.00
6816,2025-07-01,10,12,3,41862.15
6817,2025-07-01,10,13,3,45984.35
6818,2025-07-01,10,14,3,46843.80
6819,2025-07-01,10,15,3,47465.00
6820,2025-07-01,10,16,3,51294.00
6821,2025-07-01,10,17,3,50920.65
6822,2025-07-01,10,18,3,53575.45
6823,2025-07-01,10,19,3,42082.92
6824,2025-07-01,10,20,3,45138.72
6825,2025-07-01,10,21,3,45768.15
6826,2025-07-01,10,22,3,46718.56
6827,2025-07-01,10,23,3,49256.66
6828,2025-07-01,10,24,3,48225.87
6829,2025-07-01,10,25,3,49602.96
6830,2025-07-01,10,26,3,50759.10
6831,2025-07-01,10,27,3,53364.36
6832,2025-07-01,10,28,3,44118.62
6833,2025-07-01,10,29,3,47530.38
6834,2025-07-01,10,30,3,48021.69
6835,2025-07-01,10,31,3,46901.25
6836,2025-07-01,10,32,3,49727.04
6837,2025-07-01,10,33,3,49910.42
6838,2025-07-01,10,34,3,53437.43
6839,2025-07-01,10,35,3,51438.42
6840,2025-07-01,10,36,3,52586.80
6841,2025-08-01,1,1,3,31397.24
6842,2025-08-01,1,2,3,35108.00
6843,2025-08-01,1,3,3,39065.84
6844,2025-08-01,1,4,3,40349.54
6845,2025-08-01,1,5,3,43309.14
6846,2025-08-01,1,6,3,47863.00
6847,2025-08-01,1,7,3,51215.08
6848,2025-08-01,1,8,3,56009.34
6849,2025-08-01,1,9,3,57593.23
6850,2025-08-01,1,10,3,36843.79
6851,2025-08-01,1,11,3,37586.14
6852,2025-08-01,1,12,3,41147.47
6853,2025-08-01,1,13,3,41409.00
6854,2025-08-01,1,14,3,43319.00
6855,2025-08-01,1,15,3,44357.13
6856,2025-08-01,1,16,3,46343.22
6857,2025-08-01,1,17,3,47771.53
6858,2025-08-01,1,18,3,49682.16
6859,2025-08-01,1,19,3,38602.51
6860,2025-08-01,1,20,3,40145.78
6861,2025-08-01,1,21,3,43837.97
6862,2025-08-01,1,22,3,44459.59
6863,2025-08-01,1,23,3,43854.09
6864,2025-08-01,1,24,3,46902.64
6865,2025-08-01,1,25,3,48867.40
6866,2025-08-01,1,26,3,48362.65
6867,2025-08-01,1,27,3,51891.89
6868,2025-08-01,1,28,3,42688.80
6869,2025-08-01,1,29,3,45696.77
6870,2025-08-01,1,30,3,44288.94
6871,2025-08-01,1,31,3,47194.39
6872,2025-08-01,1,32,3,47446.80
6873,2025-08-01,1,33,3,48682.06
6874,2025-08-01,1,34,3,51063.07
6875,2025-08-01,1,35,3,51184.58
6876,2025-08-01,1,36,3,54414.69
6877,2025-08-01,2,1,3,33386.56
6878,2025-08-01,2,2,3,34072.22
6879,2025-08-01,2,3,3,37726.08
6880,2025-08-01,2,4,3,42764.41
6881,2025-08-01,2,5,3,47133.83
6882,2025-08-01,2,6,3,49394.68
6883,2025-08-01,2,7,3,50319.72
6884,2025-08-01,2,8,3,53456.04
6885,2025-08-01,2,9,3,58487.82
6886,2025-08-01,2,10,3,36068.67
6887,2025-08-01,2,11,3,37968.00
6888,2025-08-01,2,12,3,40344.06
6889,2025-08-01,2,13,3,40607.11
6890,2025-08-01,2,14,3,43503.73
6891,2025-08-01,2,15,3,47081.16
6892,2025-08-01,2,16,3,45752.96
6893,2025-08-01,2,17,3,50498.84
6894,2025-08-01,2,18,3,50064.61
6895,2025-08-01,2,19,3,40351.21
6896,2025-08-01,2,20,3,42487.29
6897,2025-08-01,2,21,3,42155.48
6898,2025-08-01,2,22,3,42686.60
6899,2025-08-01,2,23,3,47453.26
6900,2025-08-01,2,24,3,48719.08
6901,2025-08-01,2,25,3,47946.91
6902,2025-08-01,2,26,3,50842.72
6903,2025-08-01,2,27,3,51661.80
6904,2025-08-01,2,28,3,43486.60
6905,2025-08-01,2,29,3,44680.99
6906,2025-08-01,2,30,3,46298.41
6907,2025-08-01,2,31,3,45832.25
6908,2025-08-01,2,32,3,48045.30
6909,2025-08-01,2,33,3,47065.95
6910,2025-08-01,2,34,3,50973.07
6911,2025-08-01,2,35,3,51663.61
6912,2025-08-01,2,36,3,51878.57
6913,2025-08-01,3,1,3,32290.02
6914,2025-08-01,3,2,3,36475.56
6915,2025-08-01,3,3,3,40737.78
6916,2025-08-01,3,4,3,42934.09
6917,2025-08-01,3,5,3,45717.21
6918,2025-08-01,3,6,3,49749.48
6919,2025-08-01,3,7,3,52665.44
6920,2025-08-01,3,8,3,53775.83
6921,2025-08-01,3,9,3,58659.00
6922,2025-08-01,3,10,3,37839.11
6923,2025-08-01,3,11,3,37923.06
6924,2025-08-01,3,12,3,42031.21
6925,2025-08-01,3,13,3,40804.99
6926,2025-08-01,3,14,3,42463.69
6927,2025-08-01,3,15,3,45043.89
6928,2025-08-01,3,16,3,49211.94
6929,2025-08-01,3,17,3,50153.57
6930,2025-08-01,3,18,3,50756.16
6931,2025-08-01,3,19,3,42174.59
6932,2025-08-01,3,20,3,43132.94
6933,2025-08-01,3,21,3,43778.20
6934,2025-08-01,3,22,3,45194.20
6935,2025-08-01,3,23,3,46167.30
6936,2025-08-01,3,24,3,48823.24
6937,2025-08-01,3,25,3,49292.20
6938,2025-08-01,3,26,3,51518.28
6939,2025-08-01,3,27,3,50371.22
6940,2025-08-01,3,28,3,43844.09
6941,2025-08-01,3,29,3,45975.49
6942,2025-08-01,3,30,3,44284.63
6943,2025-08-01,3,31,3,46930.05
6944,2025-08-01,3,32,3,47858.98
6945,2025-08-01,3,33,3,50258.23
6946,2025-08-01,3,34,3,51051.86
6947,2025-08-01,3,35,3,52783.37
6948,2025-08-01,3,36,3,52247.65
6949,2025-08-01,4,1,3,33379.83
6950,2025-08-01,4,2,3,37216.74
6951,2025-08-01,4,3,3,40811.07
6952,2025-08-01,4,4,3,42794.73
6953,2025-08-01,4,5,3,46993.44
6954,2025-08-01,4,6,3,48625.83
6955,2025-08-01,4,7,3,53314.87
6956,2025-08-01,4,8,3,54011.54
6957,2025-08-01,4,9,3,58352.00
6958,2025-08-01,4,10,3,36918.09
6959,2025-08-01,4,11,3,39630.28
6960,2025-08-01,4,12,3,39911.00
6961,2025-08-01,4,13,3,41675.04
6962,2025-08-01,4,14,3,43581.00
6963,2025-08-01,4,15,3,46223.66
6964,2025-08-01,4,16,3,47976.01
6965,2025-08-01,4,17,3,48202.28
6966,2025-08-01,4,18,3,51707.96
6967,2025-08-01,4,19,3,40108.60
6968,2025-08-01,4,20,3,42247.85
6969,2025-08-01,4,21,3,44640.82
6970,2025-08-01,4,22,3,43438.15
6971,2025-08-01,4,23,3,45592.15
6972,2025-08-01,4,24,3,47469.83
6973,2025-08-01,4,25,3,48833.01
6974,2025-08-01,4,26,3,51732.81
6975,2025-08-01,4,27,3,53087.22
6976,2025-08-01,4,28,3,43285.77
6977,2025-08-01,4,29,3,44608.61
6978,2025-08-01,4,30,3,47417.29
6979,2025-08-01,4,31,3,48887.10
6980,2025-08-01,4,32,3,48318.60
6981,2025-08-01,4,33,3,48232.86
6982,2025-08-01,4,34,3,49802.82
6983,2025-08-01,4,35,3,52591.91
6984,2025-08-01,4,36,3,52305.74
6985,2025-08-01,5,1,3,34412.30
6986,2025-08-01,5,2,3,35531.10
6987,2025-08-01,5,3,3,39575.25
6988,2025-08-01,5,4,3,44283.45
6989,2025-08-01,5,5,3,48425.45
6990,2025-08-01,5,6,3,49575.85
6991,2025-08-01,5,7,3,52130.00
6992,2025-08-01,5,8,3,57477.00
6993,2025-08-01,5,9,3,59270.00
6994,2025-08-01,5,10,3,38774.35
6995,2025-08-01,5,11,3,37734.90
6996,2025-08-01,5,12,3,41829.15
6997,2025-08-01,5,13,3,43000.00
6998,2025-08-01,5,14,3,45999.80
6999,2025-08-01,5,15,3,46685.40
7000,2025-08-01,5,16,3,49475.10
7001,2025-08-01,5,17,3,49088.20
7002,2025-08-01,5,18,3,50052.00
7003,2025-08-01,5,19,3,40808.79
7004,2025-08-01,5,20,3,42185.88
7005,2025-08-01,5,21,3,45117.09
7006,2025-08-01,5,22,3,45219.00
7007,2025-08-01,5,23,3,46722.60
7008,2025-08-01,5,24,3,46633.72
7009,2025-08-01,5,25,3,48922.83
7010,2025-08-01,5,26,3,52872.99
7011,2025-08-01,5,27,3,53099.74
7012,2025-08-01,5,28,3,43002.40
7013,2025-08-01,5,29,3,45330.82
7014,2025-08-01,5,30,3,44458.98
7015,2025-08-01,5,31,3,46585.28
7016,2025-08-01,5,32,3,49301.13
7017,2025-08-01,5,33,3,51051.95
7018,2025-08-01,5,34,3,52215.84
7019,2025-08-01,5,35,3,50758.12
7020,2025-08-01,5,36,3,52441.29
7021,2025-08-01,6,1,3,34776.72
7022,2025-08-01,6,2,3,36300.31
7023,2025-08-01,6,3,3,39815.82
7024,2025-08-01,6,4,3,45301.26
7025,2025-08-01,6,5,3,48392.49
7026,2025-08-01,6,6,3,52121.09
7027,2025-08-01,6,7,3,53123.98
7028,2025-08-01,6,8,3,58136.29
7029,2025-08-01,6,9,3,60728.76
7030,2025-08-01,6,10,3,36896.02
7031,2025-08-01,6,11,3,39500.09
7032,2025-08-01,6,12,3,41813.88
7033,2025-08-01,6,13,3,42676.54
7034,2025-08-01,6,14,3,43566.58
7035,2025-08-01,6,15,3,46099.00
7036,2025-08-01,6,16,3,48615.34
7037,2025-08-01,6,17,3,49469.31
7038,2025-08-01,6,18,3,52003.71
7039,2025-08-01,6,19,3,41165.98
7040,2025-08-01,6,20,3,42198.16
7041,2025-08-01,6,21,3,44228.30
7042,2025-08-01,6,22,3,45932.03
7043,2025-08-01,6,23,3,45708.73
7044,2025-08-01,6,24,3,49815.17
7045,2025-08-01,6,25,3,50732.03
7046,2025-08-01,6,26,3,51195.40
7047,2025-08-01,6,27,3,54292.74
7048,2025-08-01,6,28,3,42919.27
7049,2025-08-01,6,29,3,46236.40
7050,2025-08-01,6,30,3,46406.80
7051,2025-08-01,6,31,3,47591.98
7052,2025-08-01,6,32,3,47935.80
7053,2025-08-01,6,33,3,48792.04
7054,2025-08-01,6,34,3,50281.90
7055,2025-08-01,6,35,3,52082.47
7056,2025-08-01,6,36,3,53132.11
7057,2025-08-01,7,1,3,35066.79
7058,2025-08-01,7,2,3,38370.91
7059,2025-08-01,7,3,3,40279.14
7060,2025-08-01,7,4,3,43689.69
7061,2025-08-01,7,5,3,47701.00
7062,2025-08-01,7,6,3,51682.71
7063,2025-08-01,7,7,3,53254.18
7064,2025-08-01,7,8,3,55567.42
7065,2025-08-01,7,9,3,58830.38
7066,2025-08-01,7,10,3,37852.78
7067,2025-08-01,7,11,3,39018.87
7068,2025-08-01,7,12,3,39525.56
7069,2025-08-01,7,13,3,42949.17
7070,2025-08-01,7,14,3,43799.14
7071,2025-08-01,7,15,3,45839.97
7072,2025-08-01,7,16,3,48179.74
7073,2025-08-01,7,17,3,50290.02
7074,2025-08-01,7,18,3,54083.24
7075,2025-08-01,7,19,3,42037.01
7076,2025-08-01,7,20,3,44327.90
7077,2025-08-01,7,21,3,45200.33
7078,2025-08-01,7,22,3,45771.99
7079,2025-08-01,7,23,3,48651.84
7080,2025-08-01,7,24,3,49955.82
7081,2025-08-01,7,25,3,48104.05
7082,2025-08-01,7,26,3,50621.47
7083,2025-08-01,7,27,3,51056.82
7084,2025-08-01,7,28,3,44600.11
7085,2025-08-01,7,29,3,46134.38
7086,2025-08-01,7,30,3,47487.74
7087,2025-08-01,7,31,3,48674.30
7088,2025-08-01,7,32,3,49246.19
7089,2025-08-01,7,33,3,49108.39
7090,2025-08-01,7,34,3,52336.98
7091,2025-08-01,7,35,3,53105.89
7092,2025-08-01,7,36,3,52716.60
7093,2025-08-01,8,1,3,35591.39
7094,2025-08-01,8,2,3,38934.00
7095,2025-08-01,8,3,3,39943.63
7096,2025-08-01,8,4,3,44564.52
7097,2025-08-01,8,5,3,45947.93
7098,2025-08-01,8,6,3,50993.89
7099,2025-08-01,8,7,3,55629.27
7100,2025-08-01,8,8,3,57877.04
7101,2025-08-01,8,9,3,60240.51
7102,2025-08-01,8,10,3,38078.64
7103,2025-08-01,8,11,3,39142.00
7104,2025-08-01,8,12,3,41639.27
7105,2025-08-01,8,13,3,41576.14
7106,2025-08-01,8,14,3,44621.28
7107,2025-08-01,8,15,3,48133.57
7108,2025-08-01,8,16,3,50333.01
7109,2025-08-01,8,17,3,50402.00
7110,2025-08-01,8,18,3,51518.64
7111,2025-08-01,8,19,3,39705.20
7112,2025-08-01,8,20,3,43619.68
7113,2025-08-01,8,21,3,45238.10
7114,2025-08-01,8,22,3,47028.32
7115,2025-08-01,8,23,3,48013.64
7116,2025-08-01,8,24,3,50044.46
7117,2025-08-01,8,25,3,48164.57
7118,2025-08-01,8,26,3,52937.06
7119,2025-08-01,8,27,3,51008.61
7120,2025-08-01,8,28,3,45756.10
7121,2025-08-01,8,29,3,45100.40
7122,2025-08-01,8,30,3,47320.92
7123,2025-08-01,8,31,3,46848.31
7124,2025-08-01,8,32,3,48981.40
7125,2025-08-01,8,33,3,49958.40
7126,2025-08-01,8,34,3,50585.40
7127,2025-08-01,8,35,3,50972.15
7128,2025-08-01,8,36,3,54302.04
7129,2025-08-01,9,1,3,37035.71
7130,2025-08-01,9,2,3,37613.69
7131,2025-08-01,9,3,3,42597.00
7132,2025-08-01,9,4,3,45542.00
7133,2025-08-01,9,5,3,49249.62
7134,2025-08-01,9,6,3,53225.64
7135,2025-08-01,9,7,3,55047.02
7136,2025-08-01,9,8,3,58366.44
7137,2025-08-01,9,9,3,60188.66
7138,2025-08-01,9,10,3,37549.67
7139,2025-08-01,9,11,3,40067.71
7140,2025-08-01,9,12,3,40794.32
7141,2025-08-01,9,13,3,43035.02
7142,2025-08-01,9,14,3,47046.28
7143,2025-08-01,9,15,3,45479.42
7144,2025-08-01,9,16,3,47795.58
7145,2025-08-01,9,17,3,50009.32
7146,2025-08-01,9,18,3,51377.02
7147,2025-08-01,9,19,3,42810.01
7148,2025-08-01,9,20,3,42986.60
7149,2025-08-01,9,21,3,46157.65
7150,2025-08-01,9,22,3,47167.41
7151,2025-08-01,9,23,3,45995.91
7152,2025-08-01,9,24,3,49339.11
7153,2025-08-01,9,25,3,49824.77
7154,2025-08-01,9,26,3,50695.52
7155,2025-08-01,9,27,3,52208.13
7156,2025-08-01,9,28,3,43778.99
7157,2025-08-01,9,29,3,46148.20
7158,2025-08-01,9,30,3,45589.70
7159,2025-08-01,9,31,3,48936.74
7160,2025-08-01,9,32,3,50551.58
7161,2025-08-01,9,33,3,51506.39
7162,2025-08-01,9,34,3,50225.87
7163,2025-08-01,9,35,3,53738.90
7164,2025-08-01,9,36,3,54187.20
7165,2025-08-01,10,1,3,35186.75
7166,2025-08-01,10,2,3,40420.20
7167,2025-08-01,10,3,3,41433.55
7168,2025-08-01,10,4,3,45104.40
7169,2025-08-01,10,5,3,48737.55
7170,2025-08-01,10,6,3,51254.00
7171,2025-08-01,10,7,3,55645.00
7172,2025-08-01,10,8,3,56638.30
7173,2025-08-01,10,9,3,61975.20
7174,2025-08-01,10,10,3,38698.15
7175,2025-08-01,10,11,3,39551.75
7176,2025-08-01,10,12,3,41234.70
7177,2025-08-01,10,13,3,42529.65
7178,2025-08-01,10,14,3,46742.80
7179,2025-08-01,10,15,3,46883.20
7180,2025-08-01,10,16,3,48485.50
7181,2025-08-01,10,17,3,51135.00
7182,2025-08-01,10,18,3,54233.40
7183,2025-08-01,10,19,3,43628.74
7184,2025-08-01,10,20,3,43435.26
7185,2025-08-01,10,21,3,45315.00
7186,2025-08-01,10,22,3,44383.32
7187,2025-08-01,10,23,3,47071.53
7188,2025-08-01,10,24,3,49048.63
7189,2025-08-01,10,25,3,52019.12
7190,2025-08-01,10,26,3,52464.45
7191,2025-08-01,10,27,3,52208.64
7192,2025-08-01,10,28,3,45230.88
7193,2025-08-01,10,29,3,44785.87
7194,2025-08-01,10,30,3,47240.73
7195,2025-08-01,10,31,3,48252.75
7196,2025-08-01,10,32,3,48805.96
7197,2025-08-01,10,33,3,49640.92
7198,2025-08-01,10,34,3,51945.31
7199,2025-08-01,10,35,3,50981.26
7200,2025-08-01,10,36,3,55498.20
7201,2025-09-01,1,1,3,32787.63
7202,2025-09-01,1,2,3,36447.66
7203,2025-09-01,1,3,3,39039.53
7204,2025-09-01,1,4,3,43335.19
7205,2025-09-01,1,5,3,45956.54
7206,2025-09-01,1,6,3,47588.00
7207,2025-09-01,1,7,3,49211.01
7208,2025-09-01,1,8,3,55391.34
7209,2025-09-01,1,9,3,59042.69
7210,2025-09-01,1,10,3,35779.00
7211,2025-09-01,1,11,3,37386.36
7212,2025-09-01,1,12,3,40373.74
7213,2025-09-01,1,13,3,43320.77
7214,2025-09-01,1,14,3,44408.69
7215,2025-09-01,1,15,3,44235.88
7216,2025-09-01,1,16,3,46024.72
7217,2025-09-01,1,17,3,50069.74
7218,2025-09-01,1,18,3,51315.18
7219,2025-09-01,1,19,3,39051.94
7220,2025-09-01,1,20,3,40899.28
7221,2025-09-01,1,21,3,43117.87
7222,2025-09-01,1,22,3,45417.23
7223,2025-09-01,1,23,3,46114.61
7224,2025-09-01,1,24,3,46246.11
7225,2025-09-01,1,25,3,48217.40
7226,2025-09-01,1,26,3,51148.15
7227,2025-09-01,1,27,3,53327.63
7228,2025-09-01,1,28,3,43999.44
